"NAME_2","GID_2"
"agua caliente","SLV.3.1_1"
"arcatao","SLV.3.2_1"
"azacualpa","SLV.3.3_1"
"chalatenango","SLV.3.4_1"
"citala","SLV.3.5_1"
"comalapa","SLV.3.6_1"
"concepcion quezaltepeque","SLV.3.7_1"
"dulce nombre de maria","SLV.3.8_1"
"el carrizal","SLV.3.9_1"
"el paraiso","SLV.3.10_1"
"embalse cerron grande","SLV.3.11_1"
"la laguna","SLV.3.12_1"
"la palma","SLV.3.13_1"
"la reina","SLV.3.14_1"
"las vueltas","SLV.3.15_1"
"nombre de jesus","SLV.3.16_1"
"nueva concepcion","SLV.3.17_1"
"nueva trinidad","SLV.3.18_1"
"ojos de agua","SLV.3.19_1"
"potonico","SLV.3.20_1"
"san antonio de la cruz","SLV.3.21_1"
"san antonio los ranchos","SLV.3.22_1"
"san fernando","SLV.3.23_1"
"san francisco lempa","SLV.3.24_1"
"san francisco morazan","SLV.3.25_1"
"san ignacio","SLV.3.26_1"
"san isidro labrador","SLV.3.27_1"
"san jose cancasque","SLV.3.28_1"
"san jose las flores","SLV.3.29_1"
"san luis del carmen","SLV.3.30_1"
"san miguel de mercedes","SLV.3.31_1"
"san rafael","SLV.3.32_1"
"santa rita","SLV.3.33_1"
"tejutla","SLV.3.34_1"
"sin informacion","Sin Informacion"
