"NAME_2","GID_2"
"agua branca","BRA.2.1_1"
"anadia","BRA.2.2_1"
"arapiraca","BRA.2.3_1"
"ataleia","BRA.2.4_1"
"barra de santo antonio","BRA.2.5_1"
"barra de sao miguel","BRA.2.6_1"
"batalha","BRA.2.7_1"
"belem","BRA.2.8_1"
"belo monte","BRA.2.9_1"
"boca da mata","BRA.2.10_1"
"branquinha","BRA.2.11_1"
"cacimbinhas","BRA.2.12_1"
"cajueiro","BRA.2.13_1"
"campestre","BRA.2.14_1"
"campo alegre","BRA.2.15_1"
"campo grande","BRA.2.16_1"
"canapi","BRA.2.17_1"
"capela","BRA.2.18_1"
"carneiros","BRA.2.19_1"
"cha preta","BRA.2.20_1"
"coite do noia","BRA.2.21_1"
"colonia leopoldina","BRA.2.22_1"
"coqueiro seco","BRA.2.23_1"
"coruripe","BRA.2.24_1"
"craibas","BRA.2.25_1"
"delmiro gouveia","BRA.2.26_1"
"dois riachos","BRA.2.27_1"
"estrela de alagoas","BRA.2.28_1"
"feira grande","BRA.2.29_1"
"feliz deserto","BRA.2.30_1"
"flexeiras","BRA.2.31_1"
"girau do ponciano","BRA.2.32_1"
"ibateguara","BRA.2.33_1"
"igaci","BRA.2.34_1"
"igreja nova","BRA.2.35_1"
"inhapi","BRA.2.36_1"
"jacare dos homens","BRA.2.37_1"
"jacuipe","BRA.2.38_1"
"japaratinga","BRA.2.39_1"
"jaramataia","BRA.2.40_1"
"joaquim gomes","BRA.2.41_1"
"jundia","BRA.2.42_1"
"junqueiro","BRA.2.43_1"
"lagoa da canoa","BRA.2.44_1"
"limoeiro de anadia","BRA.2.45_1"
"maceio (capital)","BRA.2.46_1"
"major isidoro","BRA.2.47_1"
"mar vermelho","BRA.2.48_1"
"maragogi","BRA.2.49_1"
"maravilha","BRA.2.50_1"
"marechal deodoro","BRA.2.51_1"
"maribondo","BRA.2.52_1"
"mata grande","BRA.2.53_1"
"matriz de camaragibe","BRA.2.54_1"
"messias","BRA.2.55_1"
"minador do negrao","BRA.2.56_1"
"monteiropolis","BRA.2.57_1"
"murici","BRA.2.58_1"
"novo lino","BRA.2.59_1"
"olho d'agua das flores","BRA.2.60_1"
"olho d'agua do casado","BRA.2.61_1"
"olho d'agua grande","BRA.2.62_1"
"olivenca","BRA.2.63_1"
"ouro branco","BRA.2.64_1"
"palestina","BRA.2.65_1"
"palmeira dos indios","BRA.2.66_1"
"pao de acucar","BRA.2.67_1"
"pariconha","BRA.2.68_1"
"paripueira","BRA.2.69_1"
"passo de camaragibe","BRA.2.70_1"
"paulo jacinto","BRA.2.71_1"
"penedo","BRA.2.72_1"
"piacabucu","BRA.2.73_1"
"pilar","BRA.2.74_1"
"pindoba","BRA.2.75_1"
"piranhas","BRA.2.76_1"
"poco das trincheiras","BRA.2.77_1"
"porto calvo","BRA.2.78_1"
"porto de pedras","BRA.2.79_1"
"porto real do colegio","BRA.2.80_1"
"quebrangulo","BRA.2.81_1"
"rio largo","BRA.2.82_1"
"roteiro","BRA.2.83_1"
"santa luzia do norte","BRA.2.84_1"
"santana do ipanema","BRA.2.85_1"
"santana do mundau","BRA.2.86_1"
"sao bras","BRA.2.87_1"
"sao jose da laje","BRA.2.88_1"
"sao jose da tapera","BRA.2.89_1"
"sao luis do quitunde","BRA.2.90_1"
"sao miguel dos campos","BRA.2.91_1"
"sao miguel dos milagres","BRA.2.92_1"
"sao sebastiao","BRA.2.93_1"
"satuba","BRA.2.94_1"
"senador rui palmeira","BRA.2.95_1"
"tanque d'arca","BRA.2.96_1"
"taquarana","BRA.2.97_1"
"teotonio vilela","BRA.2.98_1"
"traipu","BRA.2.99_1"
"uniao dos palmares","BRA.2.100_1"
"vicosa","BRA.2.101_1"
"sin informacion","Sin Informacion"
