"NAME_2","GID_2"
"ahome","MEX.25.1_1"
"angostura","MEX.25.2_1"
"badiraguato","MEX.25.3_1"
"boca san lorenzo","MEX.25.4_1"
"choix","MEX.25.5_1"
"concordia","MEX.25.6_1"
"cosala","MEX.25.7_1"
"culiacan","MEX.25.8_1"
"el fuerte","MEX.25.9_1"
"el rosario","MEX.25.10_1"
"elota","MEX.25.11_1"
"escuinapa","MEX.25.12_1"
"guasave","MEX.25.13_1"
"isla altamira","MEX.25.14_1"
"mazatlan","MEX.25.15_1"
"mocorito","MEX.25.16_1"
"salvador alvarado","MEX.25.17_1"
"san ignacio","MEX.25.18_1"
"sinaloa","MEX.25.19_1"
"sin informacion","Sin Informacion"
