"NAME_2","GID_2"
"abejorral","COL.2.1_1"
"abriaqui","COL.2.2_1"
"alejandria","COL.2.3_1"
"amaga","COL.2.4_1"
"amalfi","COL.2.5_1"
"andes","COL.2.6_1"
"angelopolis","COL.2.7_1"
"angostura","COL.2.8_1"
"anori","COL.2.9_1"
"anza","COL.2.10_1"
"apartado","COL.2.11_1"
"arboletes","COL.2.12_1"
"argelia","COL.2.13_1"
"armenia","COL.2.14_1"
"barbosa","COL.2.15_1"
"bello","COL.2.16_1"
"belmira","COL.2.17_1"
"betania","COL.2.18_1"
"betulia","COL.2.19_1"
"bolivar","COL.2.20_1"
"briceno","COL.2.21_1"
"buritica","COL.2.22_1"
"caceres","COL.2.23_1"
"caicedo","COL.2.24_1"
"caldas","COL.2.25_1"
"campamento","COL.2.26_1"
"canasgordas","COL.2.27_1"
"caracoli","COL.2.28_1"
"caramanta","COL.2.29_1"
"carepa","COL.2.30_1"
"carolina del principe","COL.2.31_1"
"caucasia","COL.2.32_1"
"chigorodo","COL.2.33_1"
"cisneros","COL.2.34_1"
"cocorna","COL.2.35_1"
"concepcion","COL.2.36_1"
"concordia","COL.2.37_1"
"copacabana","COL.2.38_1"
"dabeiba","COL.2.39_1"
"don matias","COL.2.40_1"
"ebejico","COL.2.41_1"
"el bagre","COL.2.42_1"
"el carmen de viboral","COL.2.43_1"
"el santuario","COL.2.44_1"
"entrerrios","COL.2.45_1"
"envigado","COL.2.46_1"
"fredonia","COL.2.47_1"
"frontino","COL.2.48_1"
"giraldo","COL.2.49_1"
"girardota","COL.2.50_1"
"gomez plata","COL.2.51_1"
"granada","COL.2.52_1"
"guadalupe","COL.2.53_1"
"guarne","COL.2.54_1"
"guatape","COL.2.55_1"
"heliconia","COL.2.56_1"
"hispania","COL.2.57_1"
"itagui","COL.2.58_1"
"ituango","COL.2.59_1"
"jardin","COL.2.60_1"
"jerico","COL.2.61_1"
"la ceja","COL.2.62_1"
"la estrella","COL.2.63_1"
"la union de sucre","COL.2.64_1"
"liborina","COL.2.65_1"
"maceo","COL.2.66_1"
"marinilla","COL.2.67_1"
"medellin","COL.2.68_1"
"montebello","COL.2.69_1"
"murindo","COL.2.70_1"
"mutata","COL.2.71_1"
"narino","COL.2.72_1"
"nechi","COL.2.73_1"
"necocli","COL.2.74_1"
"olaya","COL.2.75_1"
"penol","COL.2.76_1"
"peque","COL.2.77_1"
"pueblorrico","COL.2.78_1"
"puerto berrio","COL.2.79_1"
"puerto nare","COL.2.80_1"
"puerto triunfo","COL.2.81_1"
"remedios","COL.2.82_1"
"retiro","COL.2.83_1"
"rionegro","COL.2.84_1"
"sabanalarga","COL.2.85_1"
"sabaneta","COL.2.86_1"
"salgar","COL.2.87_1"
"san andres de cuerquia","COL.2.88_1"
"san carlos","COL.2.89_1"
"san francisco","COL.2.90_1"
"san jeronimo","COL.2.91_1"
"san jose de la montana","COL.2.92_1"
"san juan de uraba","COL.2.93_1"
"san luis","COL.2.94_1"
"san pedro de los milagros","COL.2.95_1"
"san pedro de uraba","COL.2.96_1"
"san rafael","COL.2.97_1"
"san roque","COL.2.98_1"
"san vicente","COL.2.99_1"
"santa barbara","COL.2.100_1"
"santa fe de antioquia","COL.2.101_1"
"santa rosa de osos","COL.2.102_1"
"santo domingo","COL.2.103_1"
"segovia","COL.2.104_1"
"sonson","COL.2.105_1"
"sopetran","COL.2.106_1"
"tamesis","COL.2.107_1"
"taraza","COL.2.108_1"
"tarso","COL.2.109_1"
"titiribi","COL.2.110_1"
"toledo","COL.2.111_1"
"turbo","COL.2.112_1"
"uramita","COL.2.113_1"
"urrao","COL.2.114_1"
"valdivia","COL.2.115_1"
"valparaiso","COL.2.116_1"
"vegachi","COL.2.117_1"
"venecia","COL.2.118_1"
"vigia del fuerte","COL.2.119_1"
"yali","COL.2.120_1"
"yarumal","COL.2.121_1"
"yolombo","COL.2.122_1"
"yondo","COL.2.123_1"
"zaragoza","COL.2.124_1"
"sin informacion","Sin Informacion"
