"NAME_2","GID_2"
"croix-des-bouquets","HTI.8.1_1"
"l'arcahaie","HTI.8.2_1"
"la gonave","HTI.8.3_1"
"leogane","HTI.8.4_1"
"port-au-prince","HTI.8.5_1"
"sin informacion","Sin Informacion"
