"NAME_2","GID_2"
"agua branca","BRA.15.1_1"
"aguiar","BRA.15.2_1"
"alagoa grande","BRA.15.3_1"
"alagoa nova","BRA.15.4_1"
"alagoinha","BRA.15.5_1"
"alcantil","BRA.15.6_1"
"algodao de jandaira","BRA.15.7_1"
"alhandra","BRA.15.8_1"
"amparo","BRA.15.9_1"
"aparecida","BRA.15.10_1"
"aracagi","BRA.15.11_1"
"arara","BRA.15.12_1"
"araruna","BRA.15.13_1"
"areia","BRA.15.15_1"
"areia de baraunas","BRA.15.14_1"
"areial","BRA.15.16_1"
"aroeiras","BRA.15.17_1"
"assuncao","BRA.15.18_1"
"baia da traicao","BRA.15.19_1"
"bananeiras","BRA.15.20_1"
"barauna","BRA.15.21_1"
"barra de santa rosa","BRA.15.22_1"
"barra de santana","BRA.15.23_1"
"barra de sao miguel","BRA.15.24_1"
"bayeux","BRA.15.25_1"
"belem","BRA.15.27_1"
"belem do brejo do cruz","BRA.15.26_1"
"bernardino batista","BRA.15.28_1"
"boa ventura","BRA.15.29_1"
"boa vista","BRA.15.30_1"
"bom jesus","BRA.15.31_1"
"bom sucesso","BRA.15.32_1"
"bonito de santa fe","BRA.15.33_1"
"boqueirao","BRA.15.35_1"
"boqueirao dos cochos","BRA.15.34_1"
"borborema","BRA.15.36_1"
"brejo do cruz","BRA.15.37_1"
"brejo dos santos","BRA.15.38_1"
"caapora","BRA.15.39_1"
"cabaceiras","BRA.15.40_1"
"cabedelo","BRA.15.41_1"
"cachoeira dos indios","BRA.15.42_1"
"cacimba de areia","BRA.15.43_1"
"cacimba de dentro","BRA.15.44_1"
"cacimbas","BRA.15.45_1"
"caicara","BRA.15.46_1"
"cajazeiras","BRA.15.47_1"
"cajazeirinhas","BRA.15.48_1"
"caldas brandao","BRA.15.49_1"
"camalau","BRA.15.50_1"
"campina grande","BRA.15.51_1"
"capim","BRA.15.52_1"
"caraubas","BRA.15.53_1"
"carrapateira","BRA.15.54_1"
"casserengue","BRA.15.55_1"
"catingueira","BRA.15.56_1"
"catole do rocha","BRA.15.57_1"
"caturite","BRA.15.58_1"
"conceicao","BRA.15.59_1"
"condado","BRA.15.60_1"
"conde","BRA.15.61_1"
"congo","BRA.15.62_1"
"coremas","BRA.15.63_1"
"coxixola","BRA.15.64_1"
"cruz do espirito santo","BRA.15.65_1"
"cubati","BRA.15.66_1"
"cuite","BRA.15.68_1"
"cuite de mamanguape","BRA.15.67_1"
"cuitegi","BRA.15.69_1"
"curral de cima","BRA.15.70_1"
"curral velho","BRA.15.71_1"
"damiao","BRA.15.72_1"
"desterro","BRA.15.74_1"
"desterro de malta","BRA.15.73_1"
"diamante","BRA.15.75_1"
"dona ines","BRA.15.76_1"
"duas estradas","BRA.15.77_1"
"emas","BRA.15.78_1"
"esperanca","BRA.15.79_1"
"fagundes","BRA.15.80_1"
"frei martinho","BRA.15.81_1"
"gado bravo","BRA.15.82_1"
"guarabira","BRA.15.83_1"
"gurinhem","BRA.15.84_1"
"gurjao","BRA.15.85_1"
"ibiara","BRA.15.86_1"
"imaculada","BRA.15.87_1"
"inga","BRA.15.88_1"
"itabaiana","BRA.15.89_1"
"itaporanga","BRA.15.90_1"
"itapororoca","BRA.15.91_1"
"itatuba","BRA.15.92_1"
"jacarau","BRA.15.93_1"
"jerico","BRA.15.94_1"
"joao pessoa","BRA.15.95_1"
"juarez tavora","BRA.15.96_1"
"juazeirinho","BRA.15.97_1"
"junco do serido","BRA.15.98_1"
"juripiranga","BRA.15.99_1"
"juru","BRA.15.100_1"
"lagoa","BRA.15.103_1"
"lagoa de dentro","BRA.15.101_1"
"lagoa seca","BRA.15.102_1"
"lastro","BRA.15.104_1"
"livramento","BRA.15.105_1"
"logradouro","BRA.15.106_1"
"lucena","BRA.15.107_1"
"mae d'agua","BRA.15.108_1"
"malta","BRA.15.109_1"
"mamanguape","BRA.15.110_1"
"manaira","BRA.15.111_1"
"marcacao","BRA.15.112_1"
"mari","BRA.15.113_1"
"marizopolis","BRA.15.114_1"
"massaranduba","BRA.15.115_1"
"mataraca","BRA.15.116_1"
"matinhas","BRA.15.117_1"
"mato grosso","BRA.15.118_1"
"matureia","BRA.15.119_1"
"mongeiro","BRA.15.120_1"
"montadas","BRA.15.121_1"
"monte horebe","BRA.15.122_1"
"monteiro","BRA.15.123_1"
"mulungu","BRA.15.124_1"
"natuba","BRA.15.125_1"
"nazarezinho","BRA.15.126_1"
"nova floresta","BRA.15.127_1"
"nova olinda","BRA.15.128_1"
"nova palmeira","BRA.15.129_1"
"olho d'agua","BRA.15.130_1"
"olivedos","BRA.15.131_1"
"ouro velho","BRA.15.132_1"
"parari","BRA.15.133_1"
"passabem","BRA.15.134_1"
"patos","BRA.15.135_1"
"paulista","BRA.15.136_1"
"pedra branca","BRA.15.137_1"
"pedra lavadra","BRA.15.138_1"
"pedras de fogo","BRA.15.139_1"
"pedro regis","BRA.15.140_1"
"pianco","BRA.15.141_1"
"picui","BRA.15.142_1"
"pilar","BRA.15.143_1"
"piloes","BRA.15.144_1"
"piloezinhos","BRA.15.145_1"
"pirpirituba","BRA.15.146_1"
"pitimbu","BRA.15.147_1"
"pocinhos","BRA.15.148_1"
"poco de jose de moura","BRA.15.149_1"
"pombal","BRA.15.150_1"
"prata","BRA.15.151_1"
"princesa isabel","BRA.15.152_1"
"puxinana","BRA.15.153_1"
"queimadas","BRA.15.154_1"
"quixaba","BRA.15.155_1"
"remigio","BRA.15.156_1"
"riachao do bacamarte","BRA.15.157_1"
"riachao do poco","BRA.15.158_1"
"riacho","BRA.15.160_1"
"riacho de santo antonio","BRA.15.159_1"
"ricaho dos cavalos","BRA.15.161_1"
"rio tinto","BRA.15.162_1"
"salgadinho","BRA.15.163_1"
"salgado de sao felix","BRA.15.164_1"
"santa cecilia","BRA.15.165_1"
"santa helena","BRA.15.166_1"
"santa ines","BRA.15.167_1"
"santa luzia","BRA.15.168_1"
"santa rita","BRA.15.169_1"
"santa teresinha","BRA.15.170_1"
"santana de mangueira","BRA.15.171_1"
"santana dos garrotes","BRA.15.172_1"
"santarem","BRA.15.173_1"
"santo andre","BRA.15.174_1"
"sao bentinho","BRA.15.175_1"
"sao bento","BRA.15.176_1"
"sao domingos de pombal","BRA.15.177_1"
"sao domingos do cariri","BRA.15.178_1"
"sao francisco","BRA.15.179_1"
"sao joao do cariri","BRA.15.180_1"
"sao joao do rio do peixe","BRA.15.181_1"
"sao joao do tigre","BRA.15.182_1"
"sao jose da lagoa tapada","BRA.15.183_1"
"sao jose de caiana","BRA.15.184_1"
"sao jose de espinharas","BRA.15.185_1"
"sao jose de piranhas","BRA.15.186_1"
"sao jose de princesa","BRA.15.187_1"
"sao jose do belmonte","BRA.15.188_1"
"sao jose do bonfim","BRA.15.189_1"
"sao jose do sabugi","BRA.15.190_1"
"sao jose dos cordeiros","BRA.15.191_1"
"sao jose dos ramos","BRA.15.192_1"
"sao mamede","BRA.15.193_1"
"sao miguel taipu","BRA.15.194_1"
"sao sebastiao de lagoa de roca","BRA.15.195_1"
"sao sebastiao do umbuzeiro","BRA.15.196_1"
"sape","BRA.15.197_1"
"serido","BRA.15.198_1"
"serra branca","BRA.15.199_1"
"serra da raiz","BRA.15.200_1"
"serra grande","BRA.15.201_1"
"serra redonda","BRA.15.202_1"
"serraria","BRA.15.203_1"
"sertaozinho","BRA.15.204_1"
"sobrado","BRA.15.205_1"
"solanea","BRA.15.206_1"
"soledade","BRA.15.207_1"
"sossego","BRA.15.208_1"
"sousa","BRA.15.209_1"
"sume","BRA.15.210_1"
"tacima","BRA.15.211_1"
"taperoa","BRA.15.212_1"
"tavares","BRA.15.213_1"
"teixeira","BRA.15.214_1"
"tenorio","BRA.15.215_1"
"triunfo","BRA.15.216_1"
"uirauna","BRA.15.217_1"
"umbuzeiro","BRA.15.218_1"
"varzea branca","BRA.15.219_1"
"vieiropolis","BRA.15.220_1"
"zabele","BRA.15.221_1"
"sin informacion","Sin Informacion"
