"NAME_2","GID_2"
"carolina","SLV.9.1_1"
"chapeltique","SLV.9.2_1"
"chinameca","SLV.9.3_1"
"chirilagua","SLV.9.4_1"
"ciudad barrios","SLV.9.5_1"
"comacaran","SLV.9.6_1"
"el transito","SLV.9.7_1"
"lolotique","SLV.9.8_1"
"moncagua","SLV.9.9_1"
"nueva guadalupe","SLV.9.10_1"
"nuevo eden de san juan","SLV.9.11_1"
"quelepa","SLV.9.12_1"
"san antonio","SLV.9.13_1"
"san gerardo","SLV.9.14_1"
"san jorge","SLV.9.15_1"
"san luis de la reina","SLV.9.16_1"
"san miguel","SLV.9.17_1"
"san rafael","SLV.9.18_1"
"sesori","SLV.9.19_1"
"uluazapa","SLV.9.20_1"
"sin informacion","Sin Informacion"
"san rafael oriente","SLV.9.18_1"
"san luis de la reyna","SLV.9.16_1"
