"NAME_2","GID_2"
"barbour","USA.49.1_1"
"berkeley","USA.49.2_1"
"boone","USA.49.3_1"
"braxton","USA.49.4_1"
"brooke","USA.49.5_1"
"cabell","USA.49.6_1"
"calhoun","USA.49.7_1"
"clay","USA.49.8_1"
"doddridge","USA.49.9_1"
"fayette","USA.49.10_1"
"gilmer","USA.49.11_1"
"grant","USA.49.12_1"
"greenbrier","USA.49.13_1"
"hampshire","USA.49.14_1"
"hancock","USA.49.15_1"
"hardy","USA.49.16_1"
"harrison","USA.49.17_1"
"jackson","USA.49.18_1"
"jefferson","USA.49.19_1"
"kanawha","USA.49.20_1"
"lewis","USA.49.21_1"
"lincoln","USA.49.22_1"
"logan","USA.49.23_1"
"marion","USA.49.24_1"
"marshall","USA.49.25_1"
"mason","USA.49.26_1"
"mcdowell","USA.49.27_1"
"mercer","USA.49.28_1"
"mineral","USA.49.29_1"
"mingo","USA.49.30_1"
"monongalia","USA.49.31_1"
"monroe","USA.49.32_1"
"morgan","USA.49.33_1"
"nicholas","USA.49.34_1"
"ohio","USA.49.35_1"
"pendleton","USA.49.36_1"
"pleasants","USA.49.37_1"
"pocahontas","USA.49.38_1"
"preston","USA.49.39_1"
"putnam","USA.49.40_1"
"raleigh","USA.49.41_1"
"randolph","USA.49.42_1"
"ritchie","USA.49.43_1"
"roane","USA.49.44_1"
"summers","USA.49.45_1"
"taylor","USA.49.46_1"
"tucker","USA.49.47_1"
"tyler","USA.49.48_1"
"upshur","USA.49.49_1"
"wayne","USA.49.50_1"
"webster","USA.49.51_1"
"wetzel","USA.49.52_1"
"wirt","USA.49.53_1"
"wood","USA.49.54_1"
"wyoming","USA.49.55_1"
"sin informacion","Sin Informacion"
