"NAME_2","GID_2"
"adolfo alsina","ARG.1.1_1"
"adolfo gonzales chaves","ARG.1.2_1"
"alberti","ARG.1.3_1"
"almirante brown","ARG.1.4_1"
"ameghino","ARG.1.5_1"
"arrecifes","ARG.1.6_1"
"avellaneda","ARG.1.7_1"
"ayacucho","ARG.1.8_1"
"azul","ARG.1.9_1"
"bahia blanca","ARG.1.10_1"
"balcarce","ARG.1.11_1"
"baradero","ARG.1.12_1"
"benito juarez","ARG.1.13_1"
"berazategui","ARG.1.14_1"
"berisso","ARG.1.15_1"
"bolivar","ARG.1.16_1"
"bragado","ARG.1.17_1"
"brandsen","ARG.1.18_1"
"campana","ARG.1.19_1"
"canuelas","ARG.1.20_1"
"capitan sarmiento","ARG.1.21_1"
"carlos casares","ARG.1.22_1"
"carlos tejedor","ARG.1.23_1"
"carmen de areco","ARG.1.24_1"
"castelli","ARG.1.25_1"
"chacabuco","ARG.1.26_1"
"chascomus","ARG.1.27_1"
"chivilcoy","ARG.1.28_1"
"colon","ARG.1.29_1"
"coronel de marina leonardo rosales","ARG.1.30_1"
"coronel dorrego","ARG.1.31_1"
"coronel pringles","ARG.1.32_1"
"coronel suarez","ARG.1.33_1"
"daireaux","ARG.1.34_1"
"dolores","ARG.1.35_1"
"ensenada","ARG.1.36_1"
"escobar","ARG.1.37_1"
"esteban echeverria","ARG.1.38_1"
"exaltacion de la cruz","ARG.1.39_1"
"florencio varela","ARG.1.40_1"
"general alvarado","ARG.1.41_1"
"general alvear","ARG.1.42_1"
"general arenales","ARG.1.43_1"
"general belgrano","ARG.1.44_1"
"general guido","ARG.1.45_1"
"general juan madariaga","ARG.1.46_1"
"general la madrid","ARG.1.47_1"
"general las heras","ARG.1.48_1"
"general lavalle","ARG.1.49_1"
"general paz","ARG.1.50_1"
"general pinto","ARG.1.51_1"
"general pueyrredon","ARG.1.52_1"
"general rodriguez","ARG.1.53_1"
"general san martin","ARG.1.54_1"
"general sarmiento","ARG.1.55_1"
"general viamonte","ARG.1.56_1"
"general villegas","ARG.1.57_1"
"guamini","ARG.1.58_1"
"hipolito yrigoyen","ARG.1.59_1"
"junin","ARG.1.60_1"
"la costa","ARG.1.61_1"
"la matanza","ARG.1.62_1"
"la plata","ARG.1.63_1"
"lanus","ARG.1.64_1"
"laprida","ARG.1.65_1"
"las flores","ARG.1.66_1"
"leandro n. alem","ARG.1.67_1"
"lincoln","ARG.1.68_1"
"loberia","ARG.1.69_1"
"lobos","ARG.1.70_1"
"lomas de zamora","ARG.1.71_1"
"lujan","ARG.1.72_1"
"magdalena","ARG.1.73_1"
"maipu","ARG.1.74_1"
"mar chiquita","ARG.1.75_1"
"marcos paz","ARG.1.76_1"
"mercedes","ARG.1.77_1"
"merlo","ARG.1.78_1"
"monte","ARG.1.79_1"
"monte hermoso","ARG.1.80_1"
"moreno","ARG.1.81_1"
"moron","ARG.1.82_1"
"navarro","ARG.1.83_1"
"necochea","ARG.1.84_1"
"nueve de julio","ARG.1.85_1"
"olavarria","ARG.1.86_1"
"patagones","ARG.1.87_1"
"pehuajo","ARG.1.88_1"
"pellegrini","ARG.1.89_1"
"pergamino","ARG.1.90_1"
"pila","ARG.1.91_1"
"pilar","ARG.1.92_1"
"pinamar","ARG.1.93_1"
"puan","ARG.1.94_1"
"quilmes","ARG.1.95_1"
"ramallo","ARG.1.96_1"
"rauch","ARG.1.97_1"
"rivadavia","ARG.1.98_1"
"rojas","ARG.1.99_1"
"roque perez","ARG.1.100_1"
"saavedra","ARG.1.101_1"
"saladillo","ARG.1.102_1"
"salliquelo","ARG.1.103_1"
"salto","ARG.1.104_1"
"san andres de giles","ARG.1.105_1"
"san antonio de areco","ARG.1.106_1"
"san cayetano","ARG.1.107_1"
"san fernando (1)","ARG.1.108_1"
"san fernando (2)","ARG.1.109_1"
"san isidro","ARG.1.110_1"
"san nicolas","ARG.1.111_1"
"san pedro","ARG.1.112_1"
"san vicente","ARG.1.113_1"
"suipacha","ARG.1.114_1"
"tandil","ARG.1.115_1"
"tapalque","ARG.1.116_1"
"tigre","ARG.1.117_1"
"tordillo","ARG.1.118_1"
"tornquist","ARG.1.119_1"
"trenque lauquen","ARG.1.120_1"
"tres arroyos","ARG.1.121_1"
"tres de febrero","ARG.1.122_1"
"tres lomas","ARG.1.123_1"
"veinticinco de mayo","ARG.1.124_1"
"vicente lopez","ARG.1.125_1"
"villa gesell","ARG.1.126_1"
"villarino","ARG.1.127_1"
"zarate","ARG.1.128_1"
"sin informacion","Sin Informacion"
