"NAME_2","GID_2"
"abala","MEX.31.1_1"
"acanceh","MEX.31.2_1"
"akil","MEX.31.3_1"
"baca","MEX.31.4_1"
"bokoba","MEX.31.5_1"
"buctzotz","MEX.31.6_1"
"cacalchen","MEX.31.7_1"
"calotmul","MEX.31.8_1"
"cansahcab","MEX.31.9_1"
"cantamayec","MEX.31.10_1"
"celestun","MEX.31.11_1"
"cenotillo","MEX.31.12_1"
"chacsinkin","MEX.31.13_1"
"chankom","MEX.31.14_1"
"chapab","MEX.31.15_1"
"chemax","MEX.31.16_1"
"chichimila","MEX.31.17_1"
"chicxulub pueblo","MEX.31.18_1"
"chikindzonot","MEX.31.19_1"
"chochola","MEX.31.20_1"
"chumayel","MEX.31.21_1"
"conkal","MEX.31.22_1"
"cuncunul","MEX.31.23_1"
"cuzama","MEX.31.24_1"
"dzan","MEX.31.25_1"
"dzemul","MEX.31.26_1"
"dzidzantun","MEX.31.27_1"
"dzilam de bravo","MEX.31.28_1"
"dzilam gonzalez","MEX.31.29_1"
"dzitas","MEX.31.30_1"
"dzoncauich","MEX.31.31_1"
"espita","MEX.31.32_1"
"halacho","MEX.31.33_1"
"hocaba","MEX.31.34_1"
"hoctun","MEX.31.35_1"
"homun","MEX.31.36_1"
"huhi","MEX.31.37_1"
"hunucma","MEX.31.38_1"
"ixil","MEX.31.39_1"
"izamal","MEX.31.40_1"
"kanasin","MEX.31.41_1"
"kantunil","MEX.31.42_1"
"kaua","MEX.31.43_1"
"kinchil","MEX.31.44_1"
"kopoma","MEX.31.45_1"
"mama","MEX.31.46_1"
"mani","MEX.31.47_1"
"maxcanu","MEX.31.48_1"
"mayapan","MEX.31.49_1"
"merida","MEX.31.50_1"
"mococha","MEX.31.51_1"
"motul","MEX.31.52_1"
"muna","MEX.31.53_1"
"muxupip","MEX.31.54_1"
"opichen","MEX.31.55_1"
"oxkutzcab","MEX.31.56_1"
"panaba","MEX.31.57_1"
"peto","MEX.31.58_1"
"progreso","MEX.31.59_1"
"quintana roo","MEX.31.60_1"
"rio lagartos","MEX.31.61_1"
"sacalum","MEX.31.62_1"
"samahil","MEX.31.63_1"
"san felipe","MEX.31.64_1"
"sanahcat","MEX.31.65_1"
"santa elena","MEX.31.66_1"
"seye","MEX.31.67_1"
"sinanche","MEX.31.68_1"
"sotuta","MEX.31.69_1"
"sucila","MEX.31.70_1"
"sudzal","MEX.31.71_1"
"suma","MEX.31.72_1"
"tahdziu","MEX.31.73_1"
"tahmek","MEX.31.74_1"
"teabo","MEX.31.75_1"
"tecoh","MEX.31.76_1"
"tekal de venegas","MEX.31.77_1"
"tekanto","MEX.31.78_1"
"tekax","MEX.31.79_1"
"tekit","MEX.31.80_1"
"tekom","MEX.31.81_1"
"telchac pueblo","MEX.31.82_1"
"telchac puerto","MEX.31.83_1"
"temax","MEX.31.84_1"
"temozon","MEX.31.85_1"
"tepakan","MEX.31.86_1"
"tetiz","MEX.31.87_1"
"teya","MEX.31.88_1"
"ticul","MEX.31.89_1"
"timucuy","MEX.31.90_1"
"tinum","MEX.31.91_1"
"tixcacalcupul","MEX.31.92_1"
"tixkokob","MEX.31.93_1"
"tixmehuac","MEX.31.94_1"
"tixpehual","MEX.31.95_1"
"tizimin","MEX.31.96_1"
"tunkas","MEX.31.97_1"
"tzucacab","MEX.31.98_1"
"uayma","MEX.31.99_1"
"ucu","MEX.31.100_1"
"uman","MEX.31.101_1"
"valladolid","MEX.31.102_1"
"xocchel","MEX.31.103_1"
"yaxcaba","MEX.31.104_1"
"yaxkukul","MEX.31.105_1"
"yobain","MEX.31.106_1"
"sin informacion","Sin Informacion"
"tekak","MEX.31.79_1"
