"NAME_2","GID_2"
"antiguo cuscatlan","SLV.5.1_1"
"chiltiupan","SLV.5.2_1"
"ciudad arce","SLV.5.3_1"
"colon","SLV.5.4_1"
"comasagua","SLV.5.5_1"
"huizucar","SLV.5.6_1"
"jayaque","SLV.5.7_1"
"jicalapa","SLV.5.8_1"
"la libertad","SLV.5.9_1"
"nueva san salvador","SLV.5.10_1"
"nuevo cuscatlan","SLV.5.11_1"
"opico","SLV.5.12_1"
"quezaltepeque","SLV.5.13_1"
"sacacoyo","SLV.5.14_1"
"san jose villanueva","SLV.5.15_1"
"san matias","SLV.5.16_1"
"san pablo tacachico","SLV.5.17_1"
"talnique","SLV.5.18_1"
"tamanique","SLV.5.19_1"
"teotepeque","SLV.5.20_1"
"tepecoyo","SLV.5.21_1"
"zaragoza","SLV.5.22_1"
"sin informacion","Sin Informacion"
"san juan opico","SLV.5.12_1"
"arce","SLV.5.3_1"
