"NAME_2","GID_2"
"amealco de bonfin","MEX.22.1_1"
"arroyo seco","MEX.22.2_1"
"cadereyta de montes","MEX.22.3_1"
"colon","MEX.22.4_1"
"corregidora","MEX.22.5_1"
"el marques","MEX.22.6_1"
"ezequiel montes","MEX.22.7_1"
"huimilpan","MEX.22.8_1"
"jalpan de serra","MEX.22.9_1"
"landa de matamoros","MEX.22.10_1"
"pedro escobedo","MEX.22.11_1"
"penamiller","MEX.22.12_1"
"pinal de amoles","MEX.22.13_1"
"queretaro","MEX.22.14_1"
"san joaquin","MEX.22.15_1"
"san juan del rio","MEX.22.16_1"
"tequisquiapan","MEX.22.17_1"
"toliman","MEX.22.18_1"
"sin informacion","Sin Informacion"
"e.montes","MEX.22.7_1"
