"NAME_2","GID_2"
"division no. 1","CAN.3.11_1"
"division no. 10","CAN.3.1_1"
"division no. 11","CAN.3.2_1"
"division no. 12","CAN.3.3_1"
"division no. 13","CAN.3.4_1"
"division no. 14","CAN.3.5_1"
"division no. 15","CAN.3.6_1"
"division no. 16","CAN.3.7_1"
"division no. 17","CAN.3.8_1"
"division no. 18","CAN.3.9_1"
"division no. 19","CAN.3.10_1"
"division no. 2","CAN.3.16_1"
"division no. 20","CAN.3.12_1"
"division no. 21","CAN.3.13_1"
"division no. 22","CAN.3.14_1"
"division no. 23","CAN.3.15_1"
"division no. 3","CAN.3.17_1"
"division no. 4","CAN.3.18_1"
"division no. 5","CAN.3.19_1"
"division no. 6","CAN.3.20_1"
"division no. 7","CAN.3.21_1"
"division no. 8","CAN.3.22_1"
"division no. 9","CAN.3.23_1"
"sin informacion","Sin Informacion"
