"NAME_2","GID_2"
"cangallo","PER.5.1_1"
"huamanga","PER.5.2_1"
"huanca sancos","PER.5.3_1"
"huanta","PER.5.4_1"
"la mar","PER.5.5_1"
"lucanas","PER.5.6_1"
"parinacochas","PER.5.7_1"
"paucar del sara sara","PER.5.8_1"
"sucre","PER.5.9_1"
"victor fajardo","PER.5.10_1"
"vilcas huaman","PER.5.11_1"
"sin informacion","Sin Informacion"
