"NAME_2","GID_2"
"cuyultitan","SLV.6.1_1"
"el rosario","SLV.6.2_1"
"jerusalen","SLV.6.3_1"
"mercedes la ceiba","SLV.6.4_1"
"olocuilta","SLV.6.5_1"
"paraiso de osorio","SLV.6.6_1"
"san antonio masahuat","SLV.6.7_1"
"san emigdio","SLV.6.8_1"
"san francisco chinameca","SLV.6.9_1"
"san juan nonualco","SLV.6.10_1"
"san juan talpa","SLV.6.11_1"
"san juan tepezontes","SLV.6.12_1"
"san luis la herradura","SLV.6.13_1"
"san luis talpa","SLV.6.14_1"
"san miguel tepezontes","SLV.6.15_1"
"san pedro masahuat","SLV.6.16_1"
"san pedro nonualco","SLV.6.17_1"
"san rafael obrajuelo","SLV.6.18_1"
"santa maria ostuma","SLV.6.19_1"
"santiago nonualco","SLV.6.20_1"
"tapalhuaca","SLV.6.21_1"
"zacatecoluca","SLV.6.22_1"
"sin informacion","Sin Informacion"
