"NAME_2","GID_2"
"aleutians east","USA.2.1_1"
"aleutians west","USA.2.2_1"
"anchorage","USA.2.3_1"
"bethel","USA.2.4_1"
"bristol bay","USA.2.5_1"
"denali","USA.2.6_1"
"dillingham","USA.2.7_1"
"fairbanks north star","USA.2.8_1"
"haines","USA.2.9_1"
"juneau","USA.2.10_1"
"kenai peninsula","USA.2.11_1"
"ketchikan gateway","USA.2.12_1"
"kodiak island","USA.2.13_1"
"lake and peninsula","USA.2.14_1"
"matanuska-susitna","USA.2.15_1"
"nome","USA.2.16_1"
"north slope","USA.2.17_1"
"northwest arctic","USA.2.18_1"
"prince of wales-outer ketchi","USA.2.19_1"
"sitka","USA.2.20_1"
"skagway-yakutat-angoon","USA.2.21_1"
"southeast fairbanks","USA.2.22_1"
"valdez-cordova","USA.2.23_1"
"wade hampton","USA.2.24_1"
"wrangell-petersburg","USA.2.25_1"
"yukon-koyukuk","USA.2.26_1"
"sin informacion","Sin Informacion"
