"NAME_2","GID_2"
"alcona","USA.23.1_1"
"alger","USA.23.2_1"
"allegan","USA.23.3_1"
"alpena","USA.23.4_1"
"antrim","USA.23.5_1"
"arenac","USA.23.6_1"
"baraga","USA.23.7_1"
"barry","USA.23.8_1"
"bay","USA.23.9_1"
"benzie","USA.23.10_1"
"berrien","USA.23.11_1"
"branch","USA.23.12_1"
"calhoun","USA.23.13_1"
"cass","USA.23.14_1"
"charlevoix","USA.23.15_1"
"cheboygan","USA.23.16_1"
"chippewa","USA.23.17_1"
"clare","USA.23.18_1"
"clinton","USA.23.19_1"
"crawford","USA.23.20_1"
"delta","USA.23.21_1"
"dickinson","USA.23.22_1"
"eaton","USA.23.23_1"
"emmet","USA.23.24_1"
"genesee","USA.23.25_1"
"gladwin","USA.23.26_1"
"gogebic","USA.23.27_1"
"grand traverse","USA.23.28_1"
"gratiot","USA.23.29_1"
"hillsdale","USA.23.30_1"
"houghton","USA.23.31_1"
"huron","USA.23.32_1"
"ingham","USA.23.33_1"
"ionia","USA.23.34_1"
"iosco","USA.23.35_1"
"iron","USA.23.36_1"
"isabella","USA.23.37_1"
"jackson","USA.23.38_1"
"kalamazoo","USA.23.39_1"
"kalkaska","USA.23.40_1"
"kent","USA.23.41_1"
"keweenaw","USA.23.42_1"
"lake","USA.23.43_1"
"lake hurron","USA.23.44_1"
"lake michigan","USA.23.45_1"
"lake st. clair","USA.23.46_1"
"lake superior","USA.23.47_1"
"lapeer","USA.23.48_1"
"leelanau","USA.23.49_1"
"lenawee","USA.23.50_1"
"livingston","USA.23.51_1"
"luce","USA.23.52_1"
"mackinac","USA.23.53_1"
"macomb","USA.23.54_1"
"manistee","USA.23.55_1"
"marquette","USA.23.56_1"
"mason","USA.23.57_1"
"mecosta","USA.23.58_1"
"menominee","USA.23.59_1"
"midland","USA.23.60_1"
"missaukee","USA.23.61_1"
"monroe","USA.23.62_1"
"montcalm","USA.23.63_1"
"montmorency","USA.23.64_1"
"muskegon","USA.23.65_1"
"newaygo","USA.23.66_1"
"oakland","USA.23.67_1"
"oceana","USA.23.68_1"
"ogemaw","USA.23.69_1"
"ontonagon","USA.23.70_1"
"osceola","USA.23.71_1"
"oscoda","USA.23.72_1"
"otsego","USA.23.73_1"
"ottawa","USA.23.74_1"
"presque isle","USA.23.75_1"
"roscommon","USA.23.76_1"
"saginaw","USA.23.77_1"
"saint clair","USA.23.78_1"
"saint joseph","USA.23.79_1"
"sanilac","USA.23.80_1"
"schoolcraft","USA.23.81_1"
"shiawassee","USA.23.82_1"
"tuscola","USA.23.83_1"
"van buren","USA.23.84_1"
"washtenaw","USA.23.85_1"
"wayne","USA.23.86_1"
"wexford","USA.23.87_1"
"sin informacion","Sin Informacion"
