"NAME_2","GID_2"
"adams","USA.28.1_1"
"antelope","USA.28.2_1"
"arthur","USA.28.3_1"
"banner","USA.28.4_1"
"blaine","USA.28.5_1"
"boone","USA.28.6_1"
"box butte","USA.28.7_1"
"boyd","USA.28.8_1"
"brown","USA.28.9_1"
"buffalo","USA.28.10_1"
"burt","USA.28.11_1"
"butler","USA.28.12_1"
"cass","USA.28.13_1"
"cedar","USA.28.14_1"
"chase","USA.28.15_1"
"cherry","USA.28.16_1"
"cheyenne","USA.28.17_1"
"clay","USA.28.18_1"
"colfax","USA.28.19_1"
"cuming","USA.28.20_1"
"custer","USA.28.21_1"
"dakota","USA.28.22_1"
"dawes","USA.28.23_1"
"dawson","USA.28.24_1"
"deuel","USA.28.25_1"
"dixon","USA.28.26_1"
"dodge","USA.28.27_1"
"douglas","USA.28.28_1"
"dundy","USA.28.29_1"
"fillmore","USA.28.30_1"
"franklin","USA.28.31_1"
"frontier","USA.28.32_1"
"furnas","USA.28.33_1"
"gage","USA.28.34_1"
"garden","USA.28.35_1"
"garfield","USA.28.36_1"
"gosper","USA.28.37_1"
"grant","USA.28.38_1"
"greeley","USA.28.39_1"
"hall","USA.28.40_1"
"hamilton","USA.28.41_1"
"harlan","USA.28.42_1"
"hayes","USA.28.43_1"
"hitchcock","USA.28.44_1"
"holt","USA.28.45_1"
"hooker","USA.28.46_1"
"howard","USA.28.47_1"
"jefferson","USA.28.48_1"
"johnson","USA.28.49_1"
"kearney","USA.28.50_1"
"keith","USA.28.51_1"
"keya paha","USA.28.52_1"
"kimball","USA.28.53_1"
"knox","USA.28.54_1"
"lancaster","USA.28.55_1"
"lincoln","USA.28.56_1"
"logan","USA.28.57_1"
"loup","USA.28.58_1"
"madison","USA.28.59_1"
"mcpherson","USA.28.60_1"
"merrick","USA.28.61_1"
"morrill","USA.28.62_1"
"nance","USA.28.63_1"
"nemaha","USA.28.64_1"
"nuckolls","USA.28.65_1"
"otoe","USA.28.66_1"
"pawnee","USA.28.67_1"
"perkins","USA.28.68_1"
"phelps","USA.28.69_1"
"pierce","USA.28.70_1"
"platte","USA.28.71_1"
"polk","USA.28.72_1"
"red willow","USA.28.73_1"
"richardson","USA.28.74_1"
"rock","USA.28.75_1"
"saline","USA.28.76_1"
"sarpy","USA.28.77_1"
"saunders","USA.28.78_1"
"scotts bluff","USA.28.79_1"
"seward","USA.28.80_1"
"sheridan","USA.28.81_1"
"sherman","USA.28.82_1"
"sioux","USA.28.83_1"
"stanton","USA.28.84_1"
"thayer","USA.28.85_1"
"thomas","USA.28.86_1"
"thurston","USA.28.87_1"
"valley","USA.28.88_1"
"washington","USA.28.89_1"
"wayne","USA.28.90_1"
"webster","USA.28.91_1"
"wheeler","USA.28.92_1"
"york","USA.28.93_1"
"sin informacion","Sin Informacion"
