"NAME_2","GID_2"
"concepcion","GTM.19.1_1"
"na","GTM.19.2_1"
"nahuala","GTM.19.3_1"
"panajachel","GTM.19.4_1"
"san andres semetabaj","GTM.19.5_1"
"san antonio palopo","GTM.19.6_1"
"san jose chacaya","GTM.19.7_1"
"san juan la laguna","GTM.19.8_1"
"san lucas toliman","GTM.19.9_1"
"san marcos la laguna","GTM.19.10_1"
"san pablo la laguna","GTM.19.11_1"
"san pedro la laguna","GTM.19.12_1"
"santa catarina ixtahuacan","GTM.19.13_1"
"santa catarina palopo","GTM.19.14_1"
"santa clara la laguna","GTM.19.15_1"
"santa cruz la laguna","GTM.19.16_1"
"santa lucia utatlan","GTM.19.17_1"
"santa maria visitacion","GTM.19.18_1"
"santiago atitlan","GTM.19.19_1"
"solola","GTM.19.20_1"
"sin informacion","Sin Informacion"
"ixtahuacan","GTM.19.13_1"
