"NAME_2","GID_2"
"abatia","BRA.16.1_1"
"adrianopolis","BRA.16.2_1"
"agudos do sul","BRA.16.3_1"
"almirante tamandare","BRA.16.4_1"
"altamira do paran","BRA.16.5_1"
"alto parana","BRA.16.6_1"
"alto piquiri","BRA.16.7_1"
"altonia","BRA.16.8_1"
"alvorada do sul","BRA.16.9_1"
"amapora","BRA.16.10_1"
"ampere","BRA.16.11_1"
"anahy","BRA.16.12_1"
"andira","BRA.16.13_1"
"andira","BRA.16.14_1"
"angulo","BRA.16.15_1"
"antonina","BRA.16.16_1"
"antonio olinto","BRA.16.17_1"
"apucarana","BRA.16.18_1"
"arapongas","BRA.16.19_1"
"arapoti","BRA.16.20_1"
"arapu","BRA.16.21_1"
"araruna","BRA.16.22_1"
"araucaria","BRA.16.23_1"
"araujos","BRA.16.24_1"
"ariranha do ivai","BRA.16.25_1"
"assai","BRA.16.26_1"
"assis chateaubri","BRA.16.27_1"
"astorga","BRA.16.28_1"
"ataleia","BRA.16.29_1"
"balsa nova","BRA.16.30_1"
"bandeirantes","BRA.16.31_1"
"barbosa ferraz","BRA.16.32_1"
"barra do jacare","BRA.16.33_1"
"barracao","BRA.16.34_1"
"bela vista da caroba","BRA.16.35_1"
"bela vista do paraiso","BRA.16.36_1"
"bituruna","BRA.16.37_1"
"boa esperanca","BRA.16.39_1"
"boa esperanca do iguacu","BRA.16.38_1"
"boa ventura de sao roque","BRA.16.40_1"
"boa vista da aparecida","BRA.16.41_1"
"bocaiuva do sul","BRA.16.42_1"
"bom jesus do sul","BRA.16.43_1"
"bom sucesso","BRA.16.45_1"
"bom sucesso do sul","BRA.16.44_1"
"borrazopolis","BRA.16.46_1"
"braganey","BRA.16.47_1"
"brasilandia do sul","BRA.16.48_1"
"cafeara","BRA.16.49_1"
"cafelandia","BRA.16.50_1"
"cafezal do sul","BRA.16.51_1"
"california","BRA.16.52_1"
"cambara","BRA.16.53_1"
"cambe","BRA.16.54_1"
"cambira","BRA.16.55_1"
"campina da lagoa","BRA.16.56_1"
"campina do simao","BRA.16.57_1"
"campina grande do sul","BRA.16.58_1"
"campo","BRA.16.63_1"
"campo bonito","BRA.16.59_1"
"campo do tenente","BRA.16.60_1"
"campo magro","BRA.16.61_1"
"campo mourao","BRA.16.62_1"
"candido de abreu","BRA.16.64_1"
"candoi","BRA.16.65_1"
"cantagalo","BRA.16.66_1"
"capanema","BRA.16.67_1"
"capitao leonidas marques","BRA.16.68_1"
"carambei","BRA.16.69_1"
"carlopolis","BRA.16.70_1"
"cascavel","BRA.16.71_1"
"castro","BRA.16.72_1"
"catanduvas","BRA.16.73_1"
"centenario do sul","BRA.16.74_1"
"cerro azul","BRA.16.75_1"
"ceu azul","BRA.16.76_1"
"chopinzinho","BRA.16.77_1"
"cianorte","BRA.16.78_1"
"cidade gaucha","BRA.16.79_1"
"clevelandia","BRA.16.80_1"
"colombo","BRA.16.81_1"
"colorado","BRA.16.82_1"
"congonhinhas","BRA.16.83_1"
"conselheiro mayrinck","BRA.16.84_1"
"contenda","BRA.16.85_1"
"corbelia","BRA.16.86_1"
"cornelio procopio","BRA.16.87_1"
"coronel domingos soares","BRA.16.88_1"
"coronel vivida","BRA.16.89_1"
"corumbatai do sul","BRA.16.90_1"
"cruz machado","BRA.16.91_1"
"cruzeiro do iguacu","BRA.16.92_1"
"cruzeiro do oeste","BRA.16.93_1"
"cruzeiro do sul","BRA.16.94_1"
"cruzmaltina","BRA.16.95_1"
"curitiba","BRA.16.96_1"
"curiuva","BRA.16.97_1"
"diamante d'oeste","BRA.16.98_1"
"diamante do norte","BRA.16.99_1"
"diamante do sul","BRA.16.100_1"
"dois vizinhos","BRA.16.101_1"
"douradina","BRA.16.102_1"
"doutor camargo","BRA.16.103_1"
"doutor ulysses","BRA.16.104_1"
"eneas marques","BRA.16.105_1"
"engenheiro beltrao","BRA.16.106_1"
"entre rios do oeste","BRA.16.107_1"
"esperanca nova","BRA.16.108_1"
"espigao alto do iguacu","BRA.16.109_1"
"farol","BRA.16.110_1"
"faxinal","BRA.16.111_1"
"fazenda rio grande","BRA.16.112_1"
"fenix","BRA.16.113_1"
"fernandes pinheiro","BRA.16.114_1"
"figueira","BRA.16.115_1"
"flor da serra do sul","BRA.16.116_1"
"florai","BRA.16.117_1"
"floresta","BRA.16.118_1"
"florestopolis","BRA.16.119_1"
"florida","BRA.16.120_1"
"formosa do oeste","BRA.16.121_1"
"foz do iguacu","BRA.16.122_1"
"foz do jordao","BRA.16.123_1"
"francisco alves","BRA.16.124_1"
"francisco beltrao","BRA.16.125_1"
"general carneiro","BRA.16.126_1"
"godoy moreira","BRA.16.127_1"
"goioere","BRA.16.128_1"
"goioxim","BRA.16.129_1"
"grandes rios","BRA.16.130_1"
"guaira","BRA.16.132_1"
"guairaca","BRA.16.131_1"
"guamiranga","BRA.16.133_1"
"guapirama","BRA.16.134_1"
"guaporema","BRA.16.135_1"
"guaraci","BRA.16.136_1"
"guaraniacu","BRA.16.137_1"
"guarapuava","BRA.16.138_1"
"guaraquecaba","BRA.16.139_1"
"guaratuba","BRA.16.140_1"
"honorio serpa","BRA.16.141_1"
"ibaiti","BRA.16.142_1"
"ibema","BRA.16.143_1"
"ibipora","BRA.16.144_1"
"icaraima","BRA.16.145_1"
"iguaracu","BRA.16.146_1"
"iguatu","BRA.16.147_1"
"imbau","BRA.16.148_1"
"imbituva","BRA.16.149_1"
"inacio martins","BRA.16.150_1"
"inaja","BRA.16.151_1"
"indianopolis","BRA.16.152_1"
"ipiranga","BRA.16.153_1"
"ipora","BRA.16.154_1"
"ipora","BRA.16.155_1"
"iracema do oeste","BRA.16.156_1"
"irati","BRA.16.157_1"
"iretama","BRA.16.158_1"
"itaguaje","BRA.16.159_1"
"itaipulandia","BRA.16.160_1"
"itambaraca","BRA.16.161_1"
"itambe","BRA.16.162_1"
"itapejara d'oeste","BRA.16.163_1"
"itaperucu","BRA.16.164_1"
"itauna do sul","BRA.16.165_1"
"ivai","BRA.16.166_1"
"ivaipora","BRA.16.167_1"
"ivate","BRA.16.168_1"
"ivatuva","BRA.16.169_1"
"jabuti","BRA.16.170_1"
"jacarezinho","BRA.16.171_1"
"jaguapita","BRA.16.172_1"
"jaguariaiva","BRA.16.173_1"
"jandaia do sul","BRA.16.174_1"
"janiopolis","BRA.16.175_1"
"japira","BRA.16.176_1"
"japura","BRA.16.177_1"
"jardim alegre","BRA.16.178_1"
"jardim olinda","BRA.16.179_1"
"jataizinho","BRA.16.180_1"
"jesuitas","BRA.16.181_1"
"joaquim tavora","BRA.16.182_1"
"jundiai do sul","BRA.16.183_1"
"juranda","BRA.16.184_1"
"jussara","BRA.16.185_1"
"kalore","BRA.16.186_1"
"laranjal","BRA.16.187_1"
"laranjeiras do sul","BRA.16.188_1"
"leopolis","BRA.16.189_1"
"lidianopolis","BRA.16.190_1"
"lindoeste","BRA.16.191_1"
"loanda","BRA.16.192_1"
"lobato","BRA.16.193_1"
"londrina","BRA.16.194_1"
"luiziania","BRA.16.195_1"
"lunardelli","BRA.16.196_1"
"lupionopolis","BRA.16.197_1"
"mallet","BRA.16.198_1"
"mambore","BRA.16.199_1"
"mandaguacu","BRA.16.200_1"
"mandaguari","BRA.16.201_1"
"mandirituba","BRA.16.202_1"
"manfrinopolis","BRA.16.203_1"
"mangueirinha","BRA.16.204_1"
"manoel ribas","BRA.16.205_1"
"marechal candido rondon","BRA.16.206_1"
"maria helena","BRA.16.207_1"
"marialva","BRA.16.208_1"
"marilandia do sul","BRA.16.209_1"
"marilena","BRA.16.210_1"
"mariluz","BRA.16.211_1"
"maringa","BRA.16.212_1"
"mariopolis","BRA.16.213_1"
"maripa","BRA.16.214_1"
"marmeleiro","BRA.16.215_1"
"marquinho","BRA.16.216_1"
"marumbi","BRA.16.217_1"
"matelandia","BRA.16.218_1"
"matinhos","BRA.16.219_1"
"mato rico","BRA.16.220_1"
"maua da serra","BRA.16.221_1"
"medianeira","BRA.16.222_1"
"mercedes","BRA.16.223_1"
"mirador","BRA.16.224_1"
"miraselva","BRA.16.225_1"
"missal","BRA.16.226_1"
"moreira sales","BRA.16.227_1"
"morretes","BRA.16.228_1"
"munhoz de melo","BRA.16.229_1"
"nossa senhora das gracas","BRA.16.230_1"
"nova alianca do ivai","BRA.16.231_1"
"nova america da colina","BRA.16.232_1"
"nova aurora","BRA.16.233_1"
"nova cantu","BRA.16.234_1"
"nova esperanca","BRA.16.236_1"
"nova esperanca do sudoeste","BRA.16.235_1"
"nova fatima","BRA.16.237_1"
"nova laranjeiras","BRA.16.238_1"
"nova londrina","BRA.16.239_1"
"nova olimpia","BRA.16.240_1"
"nova prata do iguacu","BRA.16.241_1"
"nova santa barbara","BRA.16.242_1"
"nova santa rosa","BRA.16.243_1"
"nova tebas","BRA.16.244_1"
"novo itacolomi","BRA.16.245_1"
"ortigueira","BRA.16.246_1"
"ourizona","BRA.16.247_1"
"ouro verde do oeste","BRA.16.248_1"
"paicandu","BRA.16.249_1"
"palmas","BRA.16.250_1"
"palmeira","BRA.16.251_1"
"palmital","BRA.16.252_1"
"palotina","BRA.16.253_1"
"paraiso do norte","BRA.16.254_1"
"paranacity","BRA.16.255_1"
"paranagua","BRA.16.256_1"
"paranapoema","BRA.16.257_1"
"paranavai","BRA.16.258_1"
"pato bragado","BRA.16.259_1"
"pato branco","BRA.16.260_1"
"paula freitas","BRA.16.261_1"
"paulo frontin","BRA.16.262_1"
"peabiru","BRA.16.263_1"
"perobal","BRA.16.264_1"
"perola","BRA.16.266_1"
"perola d'oeste","BRA.16.265_1"
"pien","BRA.16.267_1"
"pinhais","BRA.16.268_1"
"pinhal de sao bento","BRA.16.269_1"
"pinhalao","BRA.16.270_1"
"pinhao","BRA.16.271_1"
"pirai do sul","BRA.16.272_1"
"piraquara","BRA.16.273_1"
"pitanga","BRA.16.274_1"
"pitangueiras","BRA.16.275_1"
"planaltina do parana","BRA.16.276_1"
"planalto","BRA.16.277_1"
"ponta grossa","BRA.16.278_1"
"pontal do parana","BRA.16.279_1"
"porecatu","BRA.16.280_1"
"porto amazonas","BRA.16.281_1"
"porto barreiro","BRA.16.282_1"
"porto rico","BRA.16.283_1"
"porto vitoria","BRA.16.284_1"
"prado ferreira","BRA.16.285_1"
"pranchita","BRA.16.286_1"
"presidente castelo branco","BRA.16.287_1"
"primeiro de maio","BRA.16.288_1"
"prudentopolis","BRA.16.289_1"
"quarto centenario","BRA.16.290_1"
"quatigua","BRA.16.291_1"
"quatro barras","BRA.16.292_1"
"quatro pontes","BRA.16.293_1"
"quedas do iguacu","BRA.16.294_1"
"querencia do norte","BRA.16.295_1"
"quinta do sol","BRA.16.296_1"
"quitandinha","BRA.16.297_1"
"ramilandia","BRA.16.298_1"
"rancho alegre","BRA.16.300_1"
"rancho alegre d'oeste","BRA.16.299_1"
"realeza","BRA.16.301_1"
"reboucas","BRA.16.302_1"
"renascenca","BRA.16.303_1"
"reserva","BRA.16.305_1"
"reserva do iguacu","BRA.16.304_1"
"ribeirao claro","BRA.16.306_1"
"ribeirao do pinhal","BRA.16.307_1"
"rio azul","BRA.16.308_1"
"rio bom","BRA.16.309_1"
"rio bonito do iguacu","BRA.16.310_1"
"rio branco do ivai","BRA.16.311_1"
"rio branco do sul","BRA.16.312_1"
"rio negro","BRA.16.313_1"
"rolandia","BRA.16.314_1"
"roncador","BRA.16.315_1"
"rondon","BRA.16.316_1"
"rosario do ivai","BRA.16.317_1"
"sabaudia","BRA.16.318_1"
"salgado filho","BRA.16.319_1"
"salto do itarare","BRA.16.320_1"
"salto do londra","BRA.16.321_1"
"santa amelia","BRA.16.322_1"
"santa cecilia do pavao","BRA.16.323_1"
"santa cruz de monte caste","BRA.16.324_1"
"santa fe","BRA.16.325_1"
"santa helena","BRA.16.326_1"
"santa ines","BRA.16.327_1"
"santa isabel do ivai","BRA.16.328_1"
"santa isabel do oeste","BRA.16.329_1"
"santa lucia","BRA.16.330_1"
"santa maria do oeste","BRA.16.331_1"
"santa mariana","BRA.16.332_1"
"santa monica","BRA.16.333_1"
"santa tereza do oeste","BRA.16.334_1"
"santa terezinha de itaipu","BRA.16.335_1"
"santana do itarare","BRA.16.336_1"
"santo antonio da platina","BRA.16.337_1"
"santo antonio do caiua","BRA.16.338_1"
"santo antonio do paraiso","BRA.16.339_1"
"santo inacio","BRA.16.340_1"
"sao antonio de sudoeste","BRA.16.341_1"
"sao carlos do ivai","BRA.16.342_1"
"sao jeronimo da serra","BRA.16.343_1"
"sao joao","BRA.16.347_1"
"sao joao do caiua","BRA.16.344_1"
"sao joao do ivai","BRA.16.345_1"
"sao joao do triunfo","BRA.16.346_1"
"sao jorge d'oeste","BRA.16.348_1"
"sao jorge do ivai","BRA.16.349_1"
"sao jorge do patrocinio","BRA.16.350_1"
"sao jose da boa vista","BRA.16.351_1"
"sao jose das palmeiras","BRA.16.352_1"
"sao jose dos pinhais","BRA.16.353_1"
"sao manoel do parana","BRA.16.354_1"
"sao mateus do sul","BRA.16.355_1"
"sao miguel do iguacu","BRA.16.356_1"
"sao pedro do iguacu","BRA.16.357_1"
"sao pedro do ivai","BRA.16.358_1"
"sao pedro do parana","BRA.16.359_1"
"sao sebastiao da amoreira","BRA.16.360_1"
"sao tome","BRA.16.361_1"
"sapopema","BRA.16.362_1"
"sarandi","BRA.16.363_1"
"saudade do iguacu","BRA.16.364_1"
"senges","BRA.16.365_1"
"serranopolis do iguacu","BRA.16.366_1"
"sertaneja","BRA.16.367_1"
"sertanopolis","BRA.16.368_1"
"siqueira campos","BRA.16.369_1"
"sulina","BRA.16.370_1"
"tamarana","BRA.16.371_1"
"tamboara","BRA.16.372_1"
"tapejara","BRA.16.373_1"
"tapira","BRA.16.374_1"
"telemaco borba","BRA.16.375_1"
"terra boa","BRA.16.376_1"
"terra rica","BRA.16.377_1"
"terra roxa","BRA.16.378_1"
"texeira soares","BRA.16.379_1"
"tibaji","BRA.16.380_1"
"tijucas do sul","BRA.16.381_1"
"toledo","BRA.16.382_1"
"tomazina","BRA.16.383_1"
"tres barras do parana","BRA.16.384_1"
"tunas do parana","BRA.16.385_1"
"tuneiras do oeste","BRA.16.386_1"
"tupassi","BRA.16.387_1"
"turvo","BRA.16.388_1"
"ubirata","BRA.16.389_1"
"umuarama","BRA.16.390_1"
"uniao da vitoria","BRA.16.391_1"
"uniflor","BRA.16.392_1"
"urai","BRA.16.393_1"
"venceslau bras","BRA.16.394_1"
"ventania","BRA.16.395_1"
"vera cruz do oeste","BRA.16.396_1"
"vere","BRA.16.397_1"
"vila alta","BRA.16.398_1"
"virmond","BRA.16.399_1"
"vitorino","BRA.16.400_1"
"xambre","BRA.16.401_1"
"sin informacion","Sin Informacion"
