"NAME_2","GID_2"
"alvaro obregon","MEX.9.1_1"
"azcapotzalco","MEX.9.2_1"
"benito juarez","MEX.9.3_1"
"coyoacan","MEX.9.4_1"
"cuajimalpa de morelos","MEX.9.5_1"
"cuauhtemoc","MEX.9.6_1"
"gustavo a. madero","MEX.9.7_1"
"iztacalco","MEX.9.8_1"
"iztapalapa","MEX.9.9_1"
"magdalena contreras","MEX.9.10_1"
"miguel hidalgo","MEX.9.11_1"
"milpa alta","MEX.9.12_1"
"tlahuac","MEX.9.13_1"
"tlalpan","MEX.9.14_1"
"venustiano carranza","MEX.9.15_1"
"xochimilco","MEX.9.16_1"
"sin informacion","Sin Informacion"
