"NAME_2","GID_2"
"ciudad dario","NIC.15.1_1"
"esquipulas","NIC.15.2_1"
"matagalpa","NIC.15.3_1"
"matiguas","NIC.15.4_1"
"muy muy","NIC.15.5_1"
"rancho grande","NIC.15.6_1"
"rio blanco","NIC.15.7_1"
"san dionisio","NIC.15.8_1"
"san isidro","NIC.15.9_1"
"san ramon","NIC.15.10_1"
"sebaco","NIC.15.11_1"
"terrabona","NIC.15.12_1"
"tuma-la dalia","NIC.15.13_1"
"sin informacion","Sin Informacion"
