"NAME_2","GID_2"
"amparo de sao francisco","BRA.26.1_1"
"aquidaba","BRA.26.2_1"
"aracaju","BRA.26.3_1"
"araua","BRA.26.4_1"
"areia branca","BRA.26.5_1"
"barra dos coqueiros","BRA.26.6_1"
"brejo grande","BRA.26.7_1"
"buquim","BRA.26.8_1"
"campo do brito","BRA.26.9_1"
"canhoba","BRA.26.10_1"
"caninde de sao francisco","BRA.26.11_1"
"capela","BRA.26.12_1"
"carira","BRA.26.13_1"
"carmopolis","BRA.26.14_1"
"cedro de sao joao","BRA.26.15_1"
"cristinapolis","BRA.26.16_1"
"cumbe","BRA.26.17_1"
"divina pastora","BRA.26.18_1"
"estancia","BRA.26.19_1"
"feira nova","BRA.26.20_1"
"frei paulo","BRA.26.21_1"
"gararu","BRA.26.22_1"
"general maynard","BRA.26.23_1"
"gracho cardoso","BRA.26.24_1"
"ilha das flores","BRA.26.25_1"
"indiaroba","BRA.26.26_1"
"itabaiana","BRA.26.27_1"
"itabaianinha","BRA.26.28_1"
"itabi","BRA.26.29_1"
"itaporanga dajuda","BRA.26.30_1"
"japaratuba","BRA.26.31_1"
"japoata","BRA.26.32_1"
"lagarto","BRA.26.33_1"
"laranjeiras","BRA.26.34_1"
"macambara","BRA.26.35_1"
"malhada dos bois","BRA.26.36_1"
"malhador","BRA.26.37_1"
"maruim","BRA.26.38_1"
"moita bonita","BRA.26.39_1"
"monte alegre de sergipe","BRA.26.40_1"
"muribeca","BRA.26.41_1"
"neopolis","BRA.26.42_1"
"nossa senhora aprecido","BRA.26.43_1"
"nossa senhora da gloria","BRA.26.44_1"
"nossa senhora das dores","BRA.26.45_1"
"nossa senhora de lourdes","BRA.26.46_1"
"nossa senhora do socorro","BRA.26.47_1"
"pacatuba","BRA.26.48_1"
"pedra mole","BRA.26.49_1"
"pedrinhas","BRA.26.50_1"
"pinhao","BRA.26.51_1"
"pirambu","BRA.26.52_1"
"poco redondo","BRA.26.53_1"
"poco verde","BRA.26.54_1"
"porto da folha","BRA.26.55_1"
"propria","BRA.26.56_1"
"riachao do dantas","BRA.26.57_1"
"riachuelo","BRA.26.58_1"
"ribeiropolis","BRA.26.59_1"
"rosario do catete","BRA.26.60_1"
"salgado","BRA.26.61_1"
"santa luzia do itanhy","BRA.26.62_1"
"santa rosa de lima","BRA.26.63_1"
"santana do sao francisco","BRA.26.64_1"
"santo amaro das brotas","BRA.26.65_1"
"sao cristovao","BRA.26.66_1"
"sao domingos","BRA.26.67_1"
"sao francisco","BRA.26.68_1"
"sao miguel do aleixo","BRA.26.69_1"
"simao dias","BRA.26.70_1"
"siriri","BRA.26.71_1"
"telha","BRA.26.72_1"
"tobias barreto","BRA.26.73_1"
"tomar do geru","BRA.26.74_1"
"umbauba","BRA.26.75_1"
"sin informacion","Sin Informacion"
