"NAME_2","GID_2"
"acajete","MEX.21.1_1"
"acateno","MEX.21.2_1"
"acatlan","MEX.21.3_1"
"acatzingo","MEX.21.4_1"
"acteopan","MEX.21.5_1"
"ahuacatlan","MEX.21.6_1"
"ahuatlan","MEX.21.7_1"
"ahuazotepec","MEX.21.8_1"
"ahuehuetitla","MEX.21.9_1"
"ajalpan","MEX.21.10_1"
"albino zertuche","MEX.21.11_1"
"aljojuca","MEX.21.12_1"
"altepexi","MEX.21.13_1"
"amixtlan","MEX.21.14_1"
"amozoc","MEX.21.15_1"
"aquixtla","MEX.21.16_1"
"atempan","MEX.21.17_1"
"atexcal","MEX.21.18_1"
"atlixco","MEX.21.19_1"
"atoyatempan","MEX.21.20_1"
"atzala","MEX.21.21_1"
"atzitzihuacan","MEX.21.22_1"
"axutla","MEX.21.23_1"
"ayotoxco de guerrero","MEX.21.24_1"
"calpan","MEX.21.25_1"
"caltepec","MEX.21.26_1"
"camocuautla","MEX.21.27_1"
"canada morelos","MEX.21.28_1"
"caxhuacan","MEX.21.29_1"
"chalchicomula de sesma","MEX.21.30_1"
"chapulco","MEX.21.31_1"
"chiautla","MEX.21.32_1"
"chiautzingo","MEX.21.33_1"
"chichiquila","MEX.21.34_1"
"chiconcuautla","MEX.21.35_1"
"chietla","MEX.21.36_1"
"chigmecatitlan","MEX.21.37_1"
"chignahuapan","MEX.21.38_1"
"chignautla","MEX.21.39_1"
"chila","MEX.21.40_1"
"chila de la sal","MEX.21.41_1"
"chilchotla","MEX.21.42_1"
"chinantla","MEX.21.43_1"
"coatepec","MEX.21.44_1"
"coatzingo","MEX.21.45_1"
"cohetzala","MEX.21.46_1"
"cohuecan","MEX.21.47_1"
"coronango","MEX.21.48_1"
"coxcatlan","MEX.21.49_1"
"coyomeapan","MEX.21.50_1"
"coyotepec","MEX.21.51_1"
"cuapiaxtla de madero","MEX.21.52_1"
"cuautempan","MEX.21.53_1"
"cuautinchan","MEX.21.54_1"
"cuautlancingo","MEX.21.55_1"
"cuayuca de andrade","MEX.21.56_1"
"cuetzalan del progreso","MEX.21.57_1"
"cuyoaco","MEX.21.58_1"
"domingo arenas","MEX.21.59_1"
"eloxochitlan","MEX.21.60_1"
"epatlan","MEX.21.61_1"
"esperanza","MEX.21.62_1"
"francisco z. mena","MEX.21.63_1"
"general felipe angeles","MEX.21.64_1"
"guadalupe","MEX.21.65_1"
"guadalupe victoria","MEX.21.66_1"
"hermenegildo galeana","MEX.21.67_1"
"honey","MEX.21.68_1"
"huaquechula","MEX.21.69_1"
"huatlatlauca","MEX.21.70_1"
"huauchinango","MEX.21.71_1"
"huehuetla","MEX.21.72_1"
"huehuetlan el chico","MEX.21.73_1"
"huehuetlan el grande","MEX.21.74_1"
"huejotzingo","MEX.21.75_1"
"hueyapan","MEX.21.76_1"
"hueytamalco","MEX.21.77_1"
"hueytlalpan","MEX.21.78_1"
"huitzilan de serdan","MEX.21.79_1"
"huitziltepec","MEX.21.80_1"
"ignacio allende","MEX.21.81_1"
"ixcamilpa de guerrero","MEX.21.82_1"
"ixcaquixtla","MEX.21.83_1"
"ixtacamaxtitlan","MEX.21.84_1"
"ixtepec","MEX.21.85_1"
"izucar de matamoros","MEX.21.86_1"
"jolalpan","MEX.21.87_1"
"jonotla","MEX.21.88_1"
"jopala","MEX.21.89_1"
"juan c. bonilla","MEX.21.90_1"
"juan galindo","MEX.21.91_1"
"juan n. mendez","MEX.21.92_1"
"la magdalena tlatlauquitepec","MEX.21.93_1"
"lafragua","MEX.21.94_1"
"los reyes de juarez","MEX.21.95_1"
"mazapiltepec de juarez","MEX.21.96_1"
"mixtla","MEX.21.97_1"
"molcaxac","MEX.21.98_1"
"naupan","MEX.21.99_1"
"nauzontla","MEX.21.100_1"
"nealtican","MEX.21.101_1"
"nicolas bravo","MEX.21.102_1"
"nopalucan","MEX.21.103_1"
"ocotepec","MEX.21.104_1"
"ocoyucan","MEX.21.105_1"
"olintla","MEX.21.106_1"
"oriental","MEX.21.107_1"
"pahuatlan","MEX.21.108_1"
"palmar de bravo","MEX.21.109_1"
"pantepec","MEX.21.110_1"
"petlalcingo","MEX.21.111_1"
"piaxtla","MEX.21.112_1"
"puebla","MEX.21.113_1"
"quecholac","MEX.21.114_1"
"quimixtlan","MEX.21.115_1"
"rafael lara grajales","MEX.21.116_1"
"san andres cholula","MEX.21.117_1"
"san antonio canada","MEX.21.118_1"
"san diego la mesa tochimiltzingo","MEX.21.119_1"
"san felipe teotlalcingo","MEX.21.120_1"
"san felipe tepatlan","MEX.21.121_1"
"san gabriel chilac","MEX.21.122_1"
"san gregorio atzompa","MEX.21.123_1"
"san jeronimo tecuanipan","MEX.21.124_1"
"san jeronimo xayacatlan","MEX.21.125_1"
"san jose chiapa","MEX.21.126_1"
"san jose miahuatlan","MEX.21.127_1"
"san juan atenco","MEX.21.128_1"
"san juan atzompa","MEX.21.129_1"
"san martin texmelucan","MEX.21.130_1"
"san martin totoltepec","MEX.21.131_1"
"san matias tlalancaleca","MEX.21.132_1"
"san miguel ixitlan","MEX.21.133_1"
"san miguel xoxtla","MEX.21.134_1"
"san nicolas buenos aires","MEX.21.135_1"
"san nicolas de los ranchos","MEX.21.136_1"
"san pablo anicano","MEX.21.137_1"
"san pedro cholula","MEX.21.138_1"
"san pedro yeloixtlahuaca","MEX.21.139_1"
"san salvador el seco","MEX.21.140_1"
"san salvador el verde","MEX.21.141_1"
"san salvador huixcolotla","MEX.21.142_1"
"san sebastian tlacotepec","MEX.21.143_1"
"santa catarina tlaltempan","MEX.21.144_1"
"santa ines ahuatempan","MEX.21.145_1"
"santa isabel cholula","MEX.21.146_1"
"santiago miahuatlan","MEX.21.147_1"
"santo tomas hueyotlipan","MEX.21.148_1"
"soltepec","MEX.21.149_1"
"tecali de herrera","MEX.21.150_1"
"tecamachalco","MEX.21.151_1"
"tecomatlan","MEX.21.152_1"
"tehuacan","MEX.21.153_1"
"tehuitzingo","MEX.21.154_1"
"tenampulco","MEX.21.155_1"
"teopantlan","MEX.21.156_1"
"teotlalco","MEX.21.157_1"
"tepanco de lopez","MEX.21.158_1"
"tepango de rodriguez","MEX.21.159_1"
"tepatlaxco de hidalgo","MEX.21.160_1"
"tepeaca","MEX.21.161_1"
"tepemaxalco","MEX.21.162_1"
"tepeojuma","MEX.21.163_1"
"tepetzintla","MEX.21.164_1"
"tepexco","MEX.21.165_1"
"tepexi de rodriguez","MEX.21.166_1"
"tepeyahualco","MEX.21.167_1"
"tepeyahualco de cuauhtemoc","MEX.21.168_1"
"tetela de ocampo","MEX.21.169_1"
"teteles de avila castillo","MEX.21.170_1"
"teziutlan","MEX.21.171_1"
"tianguismanalco","MEX.21.172_1"
"tilapa","MEX.21.173_1"
"tlachichuca","MEX.21.174_1"
"tlacotepec de benito juarez","MEX.21.175_1"
"tlacuilotepec","MEX.21.176_1"
"tlahuapan","MEX.21.177_1"
"tlaltenango","MEX.21.178_1"
"tlanepantla","MEX.21.179_1"
"tlaola","MEX.21.180_1"
"tlapacoya","MEX.21.181_1"
"tlapanala","MEX.21.182_1"
"tlatlauquitepec","MEX.21.183_1"
"tlaxco","MEX.21.184_1"
"tochimilco","MEX.21.185_1"
"tochtepec","MEX.21.186_1"
"totoltepec de guerrero","MEX.21.187_1"
"tulcingo","MEX.21.188_1"
