"NAME_2","GID_2"
"abaetetuba","BRA.14.1_1"
"abel figueiredo","BRA.14.2_1"
"acara","BRA.14.3_1"
"afua","BRA.14.4_1"
"agua azul do norte","BRA.14.5_1"
"alenquer","BRA.14.6_1"
"almerim","BRA.14.7_1"
"altamira","BRA.14.8_1"
"anajas","BRA.14.9_1"
"ananindeua","BRA.14.10_1"
"anapu","BRA.14.11_1"
"augusto correa","BRA.14.12_1"
"aurora do para","BRA.14.13_1"
"aveiro","BRA.14.14_1"
"bage","BRA.14.15_1"
"baiao","BRA.14.16_1"
"bannach","BRA.14.17_1"
"barcarena","BRA.14.18_1"
"belem","BRA.14.19_1"
"belterra","BRA.14.20_1"
"benevides","BRA.14.21_1"
"bom jesus do tocantins","BRA.14.22_1"
"bonito","BRA.14.23_1"
"braganga","BRA.14.24_1"
"brazil novo","BRA.14.25_1"
"brejo grande do araguaia","BRA.14.26_1"
"breu branco","BRA.14.27_1"
"breves","BRA.14.28_1"
"bujaru","BRA.14.29_1"
"cachoeira do arari","BRA.14.30_1"
"cachoeira do piria","BRA.14.31_1"
"cameta","BRA.14.32_1"
"canaa dos carajas","BRA.14.33_1"
"capanema","BRA.14.34_1"
"capitao poco","BRA.14.35_1"
"castanhal","BRA.14.36_1"
"chaves","BRA.14.37_1"
"colares","BRA.14.38_1"
"conceicao do araguaia","BRA.14.39_1"
"concordia do para","BRA.14.40_1"
"cumaru do norte","BRA.14.41_1"
"curionopolis","BRA.14.42_1"
"curralinho","BRA.14.43_1"
"curua","BRA.14.44_1"
"curuca","BRA.14.45_1"
"dom eliseu","BRA.14.46_1"
"eldorado dos carajas","BRA.14.47_1"
"faro","BRA.14.48_1"
"floresta do araguaia","BRA.14.49_1"
"garrafao do norte","BRA.14.50_1"
"goianesia do para","BRA.14.51_1"
"gurupa","BRA.14.52_1"
"igarape-acu","BRA.14.53_1"
"igarape-miri","BRA.14.54_1"
"inhangapi","BRA.14.55_1"
"ipixuna do para","BRA.14.56_1"
"irituia","BRA.14.57_1"
"itaituba","BRA.14.58_1"
"itupiranga","BRA.14.59_1"
"jacareacanga","BRA.14.60_1"
"jacunda","BRA.14.61_1"
"juruti","BRA.14.62_1"
"limoeiro do ajuru","BRA.14.63_1"
"magalhaes barata","BRA.14.64_1"
"maraba","BRA.14.65_1"
"maracana","BRA.14.66_1"
"marapanim","BRA.14.67_1"
"marituba","BRA.14.68_1"
"me do rio","BRA.14.69_1"
"medicilandia","BRA.14.70_1"
"melgaco","BRA.14.71_1"
"melgaco","BRA.14.72_1"
"mocajuba","BRA.14.73_1"
"moju","BRA.14.74_1"
"monte alegre","BRA.14.75_1"
"muana","BRA.14.76_1"
"nova esperanca do piria","BRA.14.77_1"
"nova ipixuna","BRA.14.78_1"
"nova timboteua","BRA.14.79_1"
"novo progresso","BRA.14.80_1"
"novo repartimento","BRA.14.81_1"
"obidos","BRA.14.82_1"
"oeiras do para","BRA.14.83_1"
"oriximina","BRA.14.84_1"
"ourem","BRA.14.85_1"
"ourilandia do norte","BRA.14.86_1"
"pacaja","BRA.14.87_1"
"palestina do para","BRA.14.88_1"
"paragominas","BRA.14.89_1"
"parauapebas","BRA.14.90_1"
"pau d'arco","BRA.14.91_1"
"peixe boi","BRA.14.92_1"
"picarra","BRA.14.93_1"
"placas","BRA.14.94_1"
"ponta de pedras","BRA.14.95_1"
"portel","BRA.14.96_1"
"porto de moz","BRA.14.97_1"
"prainha","BRA.14.98_1"
"primavera","BRA.14.99_1"
"quatipuru","BRA.14.100_1"
"redencao","BRA.14.101_1"
"rio maria","BRA.14.102_1"
"rondon do para","BRA.14.103_1"
"ruropolis","BRA.14.104_1"
"salinopolis","BRA.14.105_1"
"salvaterra","BRA.14.106_1"
"santa barbara do para","BRA.14.107_1"
"santa cruz do arari","BRA.14.108_1"
"santa isabel do para","BRA.14.109_1"
"santa luzia do para","BRA.14.110_1"
"santa maria das barreiras","BRA.14.111_1"
"santa maria do para","BRA.14.112_1"
"santana do araguaia","BRA.14.113_1"
"santarem","BRA.14.115_1"
"santarem novo","BRA.14.114_1"
"santo antonio do taua","BRA.14.116_1"
"sao caetano de odivelas","BRA.14.117_1"
"sao domingos do araguaia","BRA.14.118_1"
"sao domingos do capim","BRA.14.119_1"
"sao felix do xingu","BRA.14.120_1"
"sao francisco do para","BRA.14.121_1"
"sao geraldo do araguaia","BRA.14.122_1"
"sao joao da ponta","BRA.14.123_1"
"sao joao de pirabas","BRA.14.124_1"
"sao joao do araguaia","BRA.14.125_1"
"sao miguel do guama","BRA.14.126_1"
"sao sebastiao da boa vista","BRA.14.127_1"
"sapucaia","BRA.14.128_1"
"senador jose porfirio","BRA.14.129_1"
"soure","BRA.14.130_1"
"tailandia","BRA.14.131_1"
"terra alta","BRA.14.132_1"
"terra santa","BRA.14.133_1"
"tome-acu","BRA.14.134_1"
"tracuateua","BRA.14.135_1"
"trairao","BRA.14.136_1"
"tucuma","BRA.14.137_1"
"tucurui","BRA.14.138_1"
"ulianopolis","BRA.14.139_1"
"uruara","BRA.14.140_1"
"vigia","BRA.14.141_1"
"viseu","BRA.14.142_1"
"vitoria do xingu","BRA.14.143_1"
"xinguara","BRA.14.144_1"
"sin informacion","Sin Informacion"
