"NAME_2","GID_2"
"arambala","SLV.8.1_1"
"cacaopera","SLV.8.2_1"
"chilanga","SLV.8.3_1"
"corinto","SLV.8.4_1"
"delicias de concepcion","SLV.8.5_1"
"el divisadero","SLV.8.6_1"
"el rosario","SLV.8.7_1"
"gualococti","SLV.8.8_1"
"guatajiagua","SLV.8.9_1"
"joateca","SLV.8.10_1"
"jocoaitique","SLV.8.11_1"
"jocoro","SLV.8.12_1"
"lolotiquillo","SLV.8.13_1"
"meanguera","SLV.8.14_1"
"osicala","SLV.8.15_1"
"perquin","SLV.8.16_1"
"san carlos","SLV.8.17_1"
"san fernando","SLV.8.18_1"
"san francisco gotera","SLV.8.19_1"
"san isidro","SLV.8.20_1"
"san simon","SLV.8.21_1"
"sensembra","SLV.8.22_1"
"sociedad","SLV.8.23_1"
"torola","SLV.8.24_1"
"yamabal","SLV.8.25_1"
"yoloaiquin","SLV.8.26_1"
"sin informacion","Sin Informacion"
