"NAME_2","GID_2"
"acari","BRA.20.1_1"
"acu","BRA.20.2_1"
"afonso bezerra","BRA.20.3_1"
"agua nova","BRA.20.4_1"
"alexandria","BRA.20.5_1"
"almino afonso","BRA.20.6_1"
"alto do rodrigues","BRA.20.7_1"
"angicos","BRA.20.8_1"
"antonio martins","BRA.20.9_1"
"apodi","BRA.20.10_1"
"areia branca","BRA.20.11_1"
"ares","BRA.20.12_1"
"augusto severo","BRA.20.13_1"
"baia formosa","BRA.20.14_1"
"barauna","BRA.20.15_1"
"barcelona","BRA.20.16_1"
"bento fernandes","BRA.20.17_1"
"bodo","BRA.20.18_1"
"bom jesus","BRA.20.19_1"
"brejinho","BRA.20.20_1"
"caicara do norte","BRA.20.21_1"
"caicara do rio do vento","BRA.20.22_1"
"caico","BRA.20.23_1"
"campo redondo","BRA.20.24_1"
"canguaretama","BRA.20.25_1"
"caraubas","BRA.20.26_1"
"carnauba dos dantas","BRA.20.27_1"
"carnaubais","BRA.20.28_1"
"ceara-mirim","BRA.20.29_1"
"cerro cora","BRA.20.30_1"
"coronel ezequiel","BRA.20.31_1"
"coronel joao pessoa","BRA.20.32_1"
"cruzeta","BRA.20.33_1"
"currais novos","BRA.20.34_1"
"doutor severiano","BRA.20.35_1"
"encanto","BRA.20.36_1"
"equador","BRA.20.37_1"
"espirito santo","BRA.20.38_1"
"extremoz","BRA.20.39_1"
"felipe guerra","BRA.20.40_1"
"fernando de noronha","BRA.20.41_1"
"fernando pedroza","BRA.20.42_1"
"florania","BRA.20.43_1"
"francisco dantas","BRA.20.44_1"
"frutuoso gomes","BRA.20.45_1"
"galinhos","BRA.20.46_1"
"goianinha","BRA.20.47_1"
"governador dix-sept rosad","BRA.20.48_1"
"groairas","BRA.20.49_1"
"guamare","BRA.20.50_1"
"ielmo marinho","BRA.20.51_1"
"ipanguacu","BRA.20.52_1"
"ipueira","BRA.20.53_1"
"itaja","BRA.20.54_1"
"itau","BRA.20.55_1"
"jacana","BRA.20.56_1"
"jandaira","BRA.20.57_1"
"janduis","BRA.20.58_1"
"januario cicco","BRA.20.59_1"
"japi","BRA.20.60_1"
"jardim-piranhas","BRA.20.61_1"
"jardim de angicos","BRA.20.62_1"
"jardim do serido","BRA.20.63_1"
"joao camara","BRA.20.64_1"
"joao dias","BRA.20.65_1"
"jose da penha","BRA.20.66_1"
"jucurutu","BRA.20.67_1"
"junco","BRA.20.68_1"
"lagoa de anta","BRA.20.69_1"
"lagoa de pedras","BRA.20.70_1"
"lagoa nova","BRA.20.71_1"
"lagoa salgada","BRA.20.72_1"
"lagoas de velhos","BRA.20.73_1"
"lajes","BRA.20.75_1"
"lajes pintadas","BRA.20.74_1"
"lucrecia","BRA.20.76_1"
"luis gomes","BRA.20.77_1"
"macaiba","BRA.20.78_1"
"macau","BRA.20.79_1"
"major sales","BRA.20.80_1"
"marcelino vieira","BRA.20.81_1"
"martins","BRA.20.82_1"
"maxaranguape","BRA.20.83_1"
"montanhas","BRA.20.84_1"
"monte alegre","BRA.20.85_1"
"monte das gameleiras","BRA.20.86_1"
"mossoro","BRA.20.87_1"
"natal","BRA.20.88_1"
"nisia floresta","BRA.20.89_1"
"nova cruz","BRA.20.90_1"
"olho-d'agua do borges","BRA.20.91_1"
"ouro branco","BRA.20.92_1"
"parana","BRA.20.93_1"
"parau","BRA.20.94_1"
"parazinho","BRA.20.95_1"
"parelhas","BRA.20.96_1"
"parnamirim","BRA.20.97_1"
"passa e fica","BRA.20.98_1"
"passabem","BRA.20.99_1"
"patu","BRA.20.100_1"
"pau dos ferros","BRA.20.101_1"
"pedra grande","BRA.20.102_1"
"pedra preta","BRA.20.103_1"
"pedro avelino","BRA.20.104_1"
"pedro velho","BRA.20.105_1"
"pendencias","BRA.20.106_1"
