"NAME_2","GID_2"
"acorizal","BRA.12.1_1"
"agua boa","BRA.12.2_1"
"alta floresta","BRA.12.3_1"
"alto araguaia","BRA.12.4_1"
"alto boa vista","BRA.12.5_1"
"alto garcas","BRA.12.6_1"
"alto paraguai","BRA.12.7_1"
"alto taquari","BRA.12.8_1"
"apiacas","BRA.12.9_1"
"araguaiana","BRA.12.10_1"
"araguainha","BRA.12.11_1"
"araputanga","BRA.12.12_1"
"arenapolis","BRA.12.13_1"
"aripuana","BRA.12.14_1"
"barao de melgaco","BRA.12.15_1"
"barra do garcas","BRA.12.16_1"
"barra dos bugre","BRA.12.17_1"
"brasnorte","BRA.12.18_1"
"cabixi","BRA.12.19_1"
"caceres","BRA.12.20_1"
"campinapolis","BRA.12.21_1"
"campo novo do parecis","BRA.12.22_1"
"campo verde","BRA.12.23_1"
"campos de julio","BRA.12.24_1"
"canabrava do norte","BRA.12.25_1"
"canarana","BRA.12.26_1"
"carlinda","BRA.12.27_1"
"castanheira","BRA.12.28_1"
"chapada dos guimaraes","BRA.12.29_1"
"claudia","BRA.12.30_1"
"cocalinho","BRA.12.31_1"
"colider","BRA.12.32_1"
"comodoro","BRA.12.33_1"
"confresa","BRA.12.34_1"
"cotriguacu","BRA.12.35_1"
"cuiaba","BRA.12.36_1"
"denise","BRA.12.37_1"
"diamantino","BRA.12.38_1"
"dom aquino","BRA.12.39_1"
"feliz natal","BRA.12.40_1"
"figueiropolis d'oeste","BRA.12.41_1"
"gaucha do norte","BRA.12.42_1"
"general carneiro","BRA.12.43_1"
"gloria d'oeste","BRA.12.44_1"
"guaranta do norte","BRA.12.45_1"
"guiratinga","BRA.12.46_1"
"indiavai","BRA.12.47_1"
"itauba","BRA.12.48_1"
"itiquira","BRA.12.49_1"
"jaciara","BRA.12.50_1"
"jangada","BRA.12.51_1"
"jauru","BRA.12.52_1"
"juara","BRA.12.53_1"
"juina","BRA.12.54_1"
"juruena","BRA.12.55_1"
"juscimeira","BRA.12.56_1"
"lambari d'oeste","BRA.12.57_1"
"lucas do rio verde","BRA.12.58_1"
"luciara","BRA.12.59_1"
"marcelandia","BRA.12.60_1"
"mato grosso","BRA.12.61_1"
"matupa","BRA.12.62_1"
"mirassol d'oeste","BRA.12.63_1"
"nobres","BRA.12.64_1"
"nortelandia","BRA.12.65_1"
"nossa senhora do livramento","BRA.12.66_1"
"nova bandeirantes","BRA.12.67_1"
"nova brasilandia","BRA.12.68_1"
"nova canaa do norte","BRA.12.69_1"
"nova guarita","BRA.12.70_1"
"nova lacerda","BRA.12.71_1"
"nova marilandia","BRA.12.72_1"
"nova maringa","BRA.12.73_1"
"nova monte verde","BRA.12.74_1"
"nova mutum","BRA.12.75_1"
"nova olimpia","BRA.12.76_1"
"nova ubirata","BRA.12.77_1"
"nova xavantina","BRA.12.78_1"
"novo horizonte do norte","BRA.12.79_1"
"novo mundo","BRA.12.80_1"
"novo sao joaquim","BRA.12.81_1"
"paranaita","BRA.12.82_1"
"paranatinga","BRA.12.83_1"
"pedra preta","BRA.12.84_1"
"peixoto de azevedo","BRA.12.85_1"
"planalto da serra","BRA.12.86_1"
"pocone","BRA.12.87_1"
"pontal do araguaia","BRA.12.88_1"
"ponte branca","BRA.12.89_1"
"pontes e lacerda","BRA.12.90_1"
"porto alegre do norte","BRA.12.91_1"
"porto dos gauchos","BRA.12.92_1"
"porto esperidiao","BRA.12.93_1"
"porto estrela","BRA.12.94_1"
"poxoreo","BRA.12.95_1"
"primavera do leste","BRA.12.96_1"
"querencia","BRA.12.97_1"
"reserva do cabacal","BRA.12.98_1"
"ribeirao cascalheira","BRA.12.99_1"
"ribeiraozinho","BRA.12.100_1"
"rio branco","BRA.12.101_1"
"rondonopolis","BRA.12.102_1"
"rosario oeste","BRA.12.103_1"
"salto do ceu","BRA.12.104_1"
"santa carmem","BRA.12.105_1"
"santa terezinha","BRA.12.106_1"
"santo afonso","BRA.12.107_1"
"santo antonio do leverger","BRA.12.108_1"
"sao felix xingu","BRA.12.109_1"
"sao jose do povo","BRA.12.110_1"
"sao jose do rio claro","BRA.12.111_1"
"sao jose do xingu","BRA.12.112_1"
"sao jose dos quatro marcos","BRA.12.113_1"
"sao pedro da cipa","BRA.12.114_1"
"sapezal","BRA.12.115_1"
"sinop","BRA.12.116_1"
"tabapora","BRA.12.117_1"
"tangara da serra","BRA.12.118_1"
"tapurah","BRA.12.119_1"
"terra nova do norte","BRA.12.120_1"
"tesouro","BRA.12.121_1"
"torixoreu","BRA.12.122_1"
"uniao do sul","BRA.12.123_1"
"varzea grande","BRA.12.124_1"
"vera","BRA.12.125_1"
"vila rica","BRA.12.126_1"
"sin informacion","Sin Informacion"
