"NAME_2","GID_2"
"aitkin","USA.24.1_1"
"anoka","USA.24.2_1"
"becker","USA.24.3_1"
"beltrami","USA.24.4_1"
"benton","USA.24.5_1"
"big stone","USA.24.6_1"
"blue earth","USA.24.7_1"
"brown","USA.24.8_1"
"carlton","USA.24.9_1"
"carver","USA.24.10_1"
"cass","USA.24.11_1"
"chippewa","USA.24.12_1"
"chisago","USA.24.13_1"
"clay","USA.24.14_1"
"clearwater","USA.24.15_1"
"cook","USA.24.16_1"
"cottonwood","USA.24.17_1"
"crow wing","USA.24.18_1"
"dakota","USA.24.19_1"
"dodge","USA.24.20_1"
"douglas","USA.24.21_1"
"faribault","USA.24.22_1"
"fillmore","USA.24.23_1"
"freeborn","USA.24.24_1"
"goodhue","USA.24.25_1"
"grant","USA.24.26_1"
"hennepin","USA.24.27_1"
"houston","USA.24.28_1"
"hubbard","USA.24.29_1"
"isanti","USA.24.30_1"
"itasca","USA.24.31_1"
"jackson","USA.24.32_1"
"kanabec","USA.24.33_1"
"kandiyohi","USA.24.34_1"
"kittson","USA.24.35_1"
"koochiching","USA.24.36_1"
"lac qui parle","USA.24.37_1"
"lake","USA.24.38_1"
"lake of the woods","USA.24.39_1"
"lake superior","USA.24.40_1"
"le sueur","USA.24.41_1"
"lincoln","USA.24.42_1"
"lyon","USA.24.43_1"
"mahnomen","USA.24.44_1"
"marshall","USA.24.45_1"
"martin","USA.24.46_1"
"mcleod","USA.24.47_1"
"meeker","USA.24.48_1"
"mille lacs","USA.24.49_1"
"morrison","USA.24.50_1"
"mower","USA.24.51_1"
"murray","USA.24.52_1"
"nicollet","USA.24.53_1"
"nobles","USA.24.54_1"
"norman","USA.24.55_1"
"olmsted","USA.24.56_1"
"otter tail","USA.24.57_1"
"pennington","USA.24.58_1"
"pine","USA.24.59_1"
"pipestone","USA.24.60_1"
"polk","USA.24.61_1"
"pope","USA.24.62_1"
"ramsey","USA.24.63_1"
"red lake","USA.24.64_1"
"redwood","USA.24.65_1"
"renville","USA.24.66_1"
"rice","USA.24.67_1"
"rock","USA.24.68_1"
"roseau","USA.24.69_1"
"saint louis","USA.24.70_1"
"scott","USA.24.71_1"
"sherburne","USA.24.72_1"
"sibley","USA.24.73_1"
"stearns","USA.24.74_1"
"steele","USA.24.75_1"
"stevens","USA.24.76_1"
"swift","USA.24.77_1"
"todd","USA.24.78_1"
"traverse","USA.24.79_1"
"wabasha","USA.24.80_1"
"wadena","USA.24.81_1"
"waseca","USA.24.82_1"
"washington","USA.24.83_1"
"watonwan","USA.24.84_1"
"wilkin","USA.24.85_1"
"winona","USA.24.86_1"
"wright","USA.24.87_1"
"yellow medicine","USA.24.88_1"
"sin informacion","Sin Informacion"
