"NAME_2","GID_2"
"allen","USA.17.1_1"
"anderson","USA.17.2_1"
"atchison","USA.17.3_1"
"barber","USA.17.4_1"
"barton","USA.17.5_1"
"bourbon","USA.17.6_1"
"brown","USA.17.7_1"
"butler","USA.17.8_1"
"chase","USA.17.9_1"
"chautauqua","USA.17.10_1"
"cherokee","USA.17.11_1"
"cheyenne","USA.17.12_1"
"clark","USA.17.13_1"
"clay","USA.17.14_1"
"cloud","USA.17.15_1"
"coffey","USA.17.16_1"
"comanche","USA.17.17_1"
"cowley","USA.17.18_1"
"crawford","USA.17.19_1"
"decatur","USA.17.20_1"
"dickinson","USA.17.21_1"
"doniphan","USA.17.22_1"
"douglas","USA.17.23_1"
"edwards","USA.17.24_1"
"elk","USA.17.25_1"
"ellis","USA.17.26_1"
"ellsworth","USA.17.27_1"
"finney","USA.17.28_1"
"ford","USA.17.29_1"
"franklin","USA.17.30_1"
"geary","USA.17.31_1"
"gove","USA.17.32_1"
"graham","USA.17.33_1"
"grant","USA.17.34_1"
"gray","USA.17.35_1"
"greeley","USA.17.36_1"
"greenwood","USA.17.37_1"
"hamilton","USA.17.38_1"
"harper","USA.17.39_1"
"harvey","USA.17.40_1"
"haskell","USA.17.41_1"
"hodgeman","USA.17.42_1"
"jackson","USA.17.43_1"
"jefferson","USA.17.44_1"
"jewell","USA.17.45_1"
"johnson","USA.17.46_1"
"kearny","USA.17.47_1"
"kingman","USA.17.48_1"
"kiowa","USA.17.49_1"
"labette","USA.17.50_1"
"lane","USA.17.51_1"
"leavenworth","USA.17.52_1"
"lincoln","USA.17.53_1"
"linn","USA.17.54_1"
"logan","USA.17.55_1"
"lyon","USA.17.56_1"
"marion","USA.17.57_1"
"marshall","USA.17.58_1"
"mcpherson","USA.17.59_1"
"meade","USA.17.60_1"
"miami","USA.17.61_1"
"mitchell","USA.17.62_1"
"montgomery","USA.17.63_1"
"morris","USA.17.64_1"
"morton","USA.17.65_1"
"nemaha","USA.17.66_1"
"neosho","USA.17.67_1"
"ness","USA.17.68_1"
"norton","USA.17.69_1"
"osage","USA.17.70_1"
"osborne","USA.17.71_1"
"ottawa","USA.17.72_1"
"pawnee","USA.17.73_1"
"phillips","USA.17.74_1"
"pottawatomie","USA.17.75_1"
"pratt","USA.17.76_1"
"rawlins","USA.17.77_1"
"reno","USA.17.78_1"
"republic","USA.17.79_1"
"rice","USA.17.80_1"
"riley","USA.17.81_1"
"rooks","USA.17.82_1"
"rush","USA.17.83_1"
"russell","USA.17.84_1"
"saline","USA.17.85_1"
"scott","USA.17.86_1"
"sedgwick","USA.17.87_1"
"seward","USA.17.88_1"
"shawnee","USA.17.89_1"
"sheridan","USA.17.90_1"
"sherman","USA.17.91_1"
"smith","USA.17.92_1"
"stafford","USA.17.93_1"
"stanton","USA.17.94_1"
"stevens","USA.17.95_1"
"sumner","USA.17.96_1"
"thomas","USA.17.97_1"
"trego","USA.17.98_1"
"wabaunsee","USA.17.99_1"
"wallace","USA.17.100_1"
"washington","USA.17.101_1"
"wichita","USA.17.102_1"
"wilson","USA.17.103_1"
"woodson","USA.17.104_1"
"wyandotte","USA.17.105_1"
"sin informacion","Sin Informacion"
