"NAME_2","GID_2"
"autauga","USA.1.1_1"
"baldwin","USA.1.2_1"
"barbour","USA.1.3_1"
"bibb","USA.1.4_1"
"blount","USA.1.5_1"
"bullock","USA.1.6_1"
"butler","USA.1.7_1"
"calhoun","USA.1.8_1"
"chambers","USA.1.9_1"
"cherokee","USA.1.10_1"
"chilton","USA.1.11_1"
"choctaw","USA.1.12_1"
"clarke","USA.1.13_1"
"clay","USA.1.14_1"
"cleburne","USA.1.15_1"
"coffee","USA.1.16_1"
"colbert","USA.1.17_1"
"conecuh","USA.1.18_1"
"coosa","USA.1.19_1"
"covington","USA.1.20_1"
"crenshaw","USA.1.21_1"
"cullman","USA.1.22_1"
"dale","USA.1.23_1"
"dallas","USA.1.24_1"
"de kalb","USA.1.25_1"
"elmore","USA.1.26_1"
"escambia","USA.1.27_1"
"etowah","USA.1.28_1"
"fayette","USA.1.29_1"
"franklin","USA.1.30_1"
"geneva","USA.1.31_1"
"greene","USA.1.32_1"
"hale","USA.1.33_1"
"henry","USA.1.34_1"
"houston","USA.1.35_1"
"jackson","USA.1.36_1"
"jefferson","USA.1.37_1"
"lamar","USA.1.38_1"
"lauderdale","USA.1.39_1"
"lawrence","USA.1.40_1"
"lee","USA.1.41_1"
"limestone","USA.1.42_1"
"lowndes","USA.1.43_1"
"macon","USA.1.44_1"
"madison","USA.1.45_1"
"marengo","USA.1.46_1"
"marion","USA.1.47_1"
"marshall","USA.1.48_1"
"mobile","USA.1.49_1"
"monroe","USA.1.50_1"
"montgomery","USA.1.51_1"
"morgan","USA.1.52_1"
"perry","USA.1.53_1"
"pickens","USA.1.54_1"
"pike","USA.1.55_1"
"randolph","USA.1.56_1"
"russell","USA.1.57_1"
"saint clair","USA.1.58_1"
"shelby","USA.1.59_1"
"sumter","USA.1.60_1"
"talladega","USA.1.61_1"
"tallapoosa","USA.1.62_1"
"tuscaloosa","USA.1.63_1"
"walker","USA.1.64_1"
"washington","USA.1.65_1"
"wilcox","USA.1.66_1"
"winston","USA.1.67_1"
"sin informacion","Sin Informacion"
