"NAME_2","GID_2"
"aracataca","COL.19.1_1"
"ariguani","COL.19.2_1"
"cerro de san antonio","COL.19.3_1"
"chivolo","COL.19.4_1"
"cienaga","COL.19.5_1"
"el banco","COL.19.6_1"
"el pinon","COL.19.7_1"
"fundacion","COL.19.8_1"
"guamal","COL.19.9_1"
"pedraza","COL.19.10_1"
"pivijay","COL.19.11_1"
"plato","COL.19.12_1"
"pueblo viejo","COL.19.13_1"
"remolino","COL.19.14_1"
"salamina","COL.19.15_1"
"san sebastian de buenavista","COL.19.16_1"
"san zenon","COL.19.17_1"
"santa ana","COL.19.18_1"
"santa marta (dist. esp.)","COL.19.19_1"
"tenerife","COL.19.20_1"
"sin informacion","Sin Informacion"
"santa marta","COL.19.19_1"
"ariguani(el dificil)"," COL.19.2_1"
