"NAME_2","GID_2"
"ajuterique","HND.4.1_1"
"comayagua","HND.4.2_1"
"el rosario","HND.4.3_1"
"esquias","HND.4.4_1"
"humuya","HND.4.5_1"
"la libertad","HND.4.6_1"
"la trinidad","HND.4.7_1"
"lamani","HND.4.8_1"
"las lajas","HND.4.9_1"
"lejamani","HND.4.10_1"
"meambar","HND.4.11_1"
"minas de oro","HND.4.12_1"
"ojo de agua","HND.4.13_1"
"san jeronimo","HND.4.14_1"
"san jose de comayagua","HND.4.15_1"
"san jose del potrero","HND.4.16_1"
"san luis","HND.4.17_1"
"san sebastian","HND.4.18_1"
"siguatepeque","HND.4.19_1"
"taulabe","HND.4.20_1"
"villa de san antonio","HND.4.21_1"
"sin informacion","Sin Informacion"
