"NAME_2","GID_2"
"agua blanca","GTM.11.1_1"
"asuncion mita","GTM.11.2_1"
"atescatempa","GTM.11.3_1"
"comapa","GTM.11.4_1"
"conguaco","GTM.11.5_1"
"el adelanto","GTM.11.6_1"
"el progreso","GTM.11.7_1"
"jalpatagua","GTM.11.8_1"
"jerez","GTM.11.9_1"
"jutiapa","GTM.11.10_1"
"moyuta","GTM.11.11_1"
"pasaco","GTM.11.12_1"
"quezada","GTM.11.13_1"
"san jose acatempa","GTM.11.14_1"
"santa catarina mita","GTM.11.15_1"
"yupiltepeque","GTM.11.16_1"
"zapotitlan","GTM.11.17_1"
"sin informacion","Sin Informacion"
