"NAME_2","GID_2"
"aguacatan","GTM.8.1_1"
"chiantla","GTM.8.2_1"
"colotenango","GTM.8.3_1"
"concepcion huista","GTM.8.4_1"
"cuilco","GTM.8.5_1"
"huehuetenango","GTM.8.6_1"
"jacaltenango","GTM.8.7_1"
"la democracia","GTM.8.8_1"
"la libertad","GTM.8.9_1"
"malacatancito","GTM.8.10_1"
"nenton","GTM.8.11_1"
"san antonio huista","GTM.8.12_1"
"san gaspar ixchil","GTM.8.13_1"
"san ildefonso ixtahuacan","GTM.8.14_1"
"san juan atitan","GTM.8.15_1"
"san juan ixcoy","GTM.8.16_1"
"san mateo ixtatan","GTM.8.17_1"
"san miguel acatan","GTM.8.18_1"
"san pedro necta","GTM.8.19_1"
"san rafael la independencia","GTM.8.20_1"
"san rafael petzal","GTM.8.21_1"
"san sebastian coatan","GTM.8.22_1"
"san sebastian huehuetenango","GTM.8.23_1"
"santa ana huista","GTM.8.24_1"
"santa barbara","GTM.8.25_1"
"santa cruz barillas","GTM.8.26_1"
"santa eulalia","GTM.8.27_1"
"santiago chimaltenango","GTM.8.28_1"
"soloma","GTM.8.29_1"
"tectitan","GTM.8.30_1"
"todos santos cuchumatan","GTM.8.31_1"
"sin informacion","Sin Informacion"
"san rafael","GTM.8.21_1"
"ildefonso ixtahuacan","GTM.8.14_1"
"zona 4","GTM.8.10_1"
"zaculeu central","GTM.8.10_1"
"chimusinique","GTM.8.10_1"
"chinaca","GTM.8.10_1"
