"NAME_2","GID_2"
"adams","USA.35.1_1"
"barnes","USA.35.2_1"
"benson","USA.35.3_1"
"billings","USA.35.4_1"
"bottineau","USA.35.5_1"
"bowman","USA.35.6_1"
"burke","USA.35.7_1"
"burleigh","USA.35.8_1"
"cass","USA.35.9_1"
"cavalier","USA.35.10_1"
"dickey","USA.35.11_1"
"divide","USA.35.12_1"
"dunn","USA.35.13_1"
"eddy","USA.35.14_1"
"emmons","USA.35.15_1"
"foster","USA.35.16_1"
"golden valley","USA.35.17_1"
"grand forks","USA.35.18_1"
"grant","USA.35.19_1"
"griggs","USA.35.20_1"
"hettinger","USA.35.21_1"
"kidder","USA.35.22_1"
"lamoure","USA.35.23_1"
"logan","USA.35.24_1"
"mchenry","USA.35.25_1"
"mcintosh","USA.35.26_1"
"mckenzie","USA.35.27_1"
"mclean","USA.35.28_1"
"mercer","USA.35.29_1"
"morton","USA.35.30_1"
"mountrail","USA.35.31_1"
"nelson","USA.35.32_1"
"oliver","USA.35.33_1"
"pembina","USA.35.34_1"
"pierce","USA.35.35_1"
"ramsey","USA.35.36_1"
"ransom","USA.35.37_1"
"renville","USA.35.38_1"
"richland","USA.35.39_1"
"rolette","USA.35.40_1"
"sargent","USA.35.41_1"
"sheridan","USA.35.42_1"
"sioux","USA.35.43_1"
"slope","USA.35.44_1"
"stark","USA.35.45_1"
"steele","USA.35.46_1"
"stutsman","USA.35.47_1"
"towner","USA.35.48_1"
"traill","USA.35.49_1"
"walsh","USA.35.50_1"
"ward","USA.35.51_1"
"wells","USA.35.52_1"
"williams","USA.35.53_1"
"sin informacion","Sin Informacion"
