"NAME_2","GID_2"
"acajutla","SLV.13.1_1"
"armenia","SLV.13.2_1"
"caluco","SLV.13.3_1"
"cuisnahuat","SLV.13.4_1"
"izalco","SLV.13.5_1"
"juayua","SLV.13.6_1"
"nahuizalco","SLV.13.7_1"
"nahulingo","SLV.13.8_1"
"salcoatitan","SLV.13.9_1"
"san antonio del monte","SLV.13.10_1"
"san julian","SLV.13.11_1"
"santa catarina masahuat","SLV.13.12_1"
"santa isabel ishuatan","SLV.13.13_1"
"santo domingo","SLV.13.14_1"
"sonsonate","SLV.13.15_1"
"sonzacate","SLV.13.16_1"
"sin informacion","Sin Informacion"
"s.ant.del monte","SLV.13.10_1"
