"NAME_2","GID_2"
"aconchi","MEX.26.1_1"
"agua prieta","MEX.26.2_1"
"alamos","MEX.26.3_1"
"altar","MEX.26.4_1"
"arizpe","MEX.26.5_1"
"atil","MEX.26.6_1"
"bacadehuachi","MEX.26.7_1"
"bacanora","MEX.26.8_1"
"bacerac","MEX.26.9_1"
"bacoachi","MEX.26.10_1"
"bacum","MEX.26.11_1"
"banamichi","MEX.26.12_1"
"baviacora","MEX.26.13_1"
"bavispe","MEX.26.14_1"
"benjamin hill","MEX.26.15_1"
"caborca","MEX.26.16_1"
"cajeme","MEX.26.17_1"
"cananea","MEX.26.18_1"
"carbo","MEX.26.19_1"
"cucurpe","MEX.26.20_1"
"cumpas","MEX.26.21_1"
"divisaderos","MEX.26.22_1"
"empalme","MEX.26.23_1"
"etchojoa","MEX.26.24_1"
"fronteras","MEX.26.25_1"
"granados","MEX.26.26_1"
"guaymas","MEX.26.27_1"
"hermosillo","MEX.26.28_1"
"huachinera","MEX.26.29_1"
"huasabas","MEX.26.30_1"
"huatabampo","MEX.26.31_1"
"huepac","MEX.26.32_1"
"imuris","MEX.26.33_1"
"isla tiburon","MEX.26.34_1"
"la colorada","MEX.26.35_1"
"magdalena","MEX.26.36_1"
"mazatan","MEX.26.37_1"
"moctezuma","MEX.26.38_1"
"naco","MEX.26.39_1"
"nacori chico","MEX.26.40_1"
"nacozari de garcia","MEX.26.41_1"
"navojoa","MEX.26.42_1"
"nogales","MEX.26.43_1"
"onavas","MEX.26.44_1"
"opodepe","MEX.26.45_1"
"oquitoa","MEX.26.46_1"
"pitiquito","MEX.26.47_1"
"puerto penasco","MEX.26.48_1"
"quiriego","MEX.26.49_1"
"rayon","MEX.26.50_1"
"rosario","MEX.26.51_1"
"sahuaripa","MEX.26.52_1"
"san felipe de jesus","MEX.26.53_1"
"san javier","MEX.26.54_1"
"san luis rio colorado","MEX.26.55_1"
"san miguel de horcasitas","MEX.26.56_1"
"san pedro de la cueva","MEX.26.57_1"
"santa ana","MEX.26.58_1"
"santa cruz","MEX.26.59_1"
"saric","MEX.26.60_1"
"soyopa","MEX.26.61_1"
"suaqui grande","MEX.26.62_1"
"tepache","MEX.26.63_1"
"trincheras","MEX.26.64_1"
"tubutama","MEX.26.65_1"
"ures","MEX.26.66_1"
"villa hidalgo","MEX.26.67_1"
"villa pesqueira","MEX.26.68_1"
"yecora","MEX.26.69_1"
"sin informacion","Sin Informacion"
