"NAME_2","GID_2"
"alegria","SLV.14.1_1"
"berlin","SLV.14.2_1"
"california","SLV.14.3_1"
"concepcion batres","SLV.14.4_1"
"el triunfo","SLV.14.5_1"
"ereguayquin","SLV.14.6_1"
"estanzuelas","SLV.14.7_1"
"jiquilisco","SLV.14.8_1"
"jucuapa","SLV.14.9_1"
"jucuaran","SLV.14.10_1"
"mercedes umana","SLV.14.11_1"
"nueva granada","SLV.14.12_1"
"ozatlan","SLV.14.13_1"
"puerto el triunfo","SLV.14.14_1"
"san agustin","SLV.14.15_1"
"san buenaventura","SLV.14.16_1"
"san dionisio","SLV.14.17_1"
"san francisco javier","SLV.14.18_1"
"santa elena","SLV.14.19_1"
"santa maria","SLV.14.20_1"
"santiago de maria","SLV.14.21_1"
"tecapan","SLV.14.22_1"
"usulutan","SLV.14.23_1"
"sin informacion","Sin Informacion"
"m.umana","SLV.14.11_1"
"ereguaiquin","SLV.14.6_1"
"san buena ventura","SLV.14.16_1"
"sta elena","SLV.14.19_1"
