"NAME_2","GID_2"
"adair","USA.37.1_1"
"alfalfa","USA.37.2_1"
"atoka","USA.37.3_1"
"beaver","USA.37.4_1"
"beckham","USA.37.5_1"
"blaine","USA.37.6_1"
"bryan","USA.37.7_1"
"caddo","USA.37.8_1"
"canadian","USA.37.9_1"
"carter","USA.37.10_1"
"cherokee","USA.37.11_1"
"choctaw","USA.37.12_1"
"cimarron","USA.37.13_1"
"cleveland","USA.37.14_1"
"coal","USA.37.15_1"
"comanche","USA.37.16_1"
"cotton","USA.37.17_1"
"craig","USA.37.18_1"
"creek","USA.37.19_1"
"custer","USA.37.20_1"
"delaware","USA.37.21_1"
"dewey","USA.37.22_1"
"ellis","USA.37.23_1"
"garfield","USA.37.24_1"
"garvin","USA.37.25_1"
"grady","USA.37.26_1"
"grant","USA.37.27_1"
"greer","USA.37.28_1"
"harmon","USA.37.29_1"
"harper","USA.37.30_1"
"haskell","USA.37.31_1"
"hughes","USA.37.32_1"
"jackson","USA.37.33_1"
"jefferson","USA.37.34_1"
"johnston","USA.37.35_1"
"kay","USA.37.36_1"
"kingfisher","USA.37.37_1"
"kiowa","USA.37.38_1"
"latimer","USA.37.39_1"
"le flore","USA.37.40_1"
"lincoln","USA.37.41_1"
"logan","USA.37.42_1"
"love","USA.37.43_1"
"major","USA.37.44_1"
"marshall","USA.37.45_1"
"mayes","USA.37.46_1"
"mcclain","USA.37.47_1"
"mccurtain","USA.37.48_1"
"mcintosh","USA.37.49_1"
"murray","USA.37.50_1"
"muskogee","USA.37.51_1"
"noble","USA.37.52_1"
"nowata","USA.37.53_1"
"okfuskee","USA.37.54_1"
"oklahoma","USA.37.55_1"
"okmulgee","USA.37.56_1"
"osage","USA.37.57_1"
"ottawa","USA.37.58_1"
"pawnee","USA.37.59_1"
"payne","USA.37.60_1"
"pittsburg","USA.37.61_1"
"pontotoc","USA.37.62_1"
"pottawatomie","USA.37.63_1"
"pushmataha","USA.37.64_1"
"roger mills","USA.37.65_1"
"rogers","USA.37.66_1"
"seminole","USA.37.67_1"
"sequoyah","USA.37.68_1"
"stephens","USA.37.69_1"
"texas","USA.37.70_1"
"tillman","USA.37.71_1"
"tulsa","USA.37.72_1"
"wagoner","USA.37.73_1"
"washington","USA.37.74_1"
"washita","USA.37.75_1"
"woods","USA.37.76_1"
"woodward","USA.37.77_1"
"sin informacion","Sin Informacion"
