"NAME_2","GID_2"
"canilla","GTM.14.1_1"
"chajul","GTM.14.2_1"
"chicaman","GTM.14.3_1"
"chiche","GTM.14.4_1"
"chichicastenango","GTM.14.5_1"
"chinique","GTM.14.6_1"
"cunen","GTM.14.7_1"
"ixcan","GTM.14.8_1"
"joyabaj","GTM.14.9_1"
"nebaj","GTM.14.10_1"
"pachalum","GTM.14.11_1"
"patzite","GTM.14.12_1"
"sacapulas","GTM.14.13_1"
"san andres sajcabaja","GTM.14.14_1"
"san antonio ilotenango","GTM.14.15_1"
"san bartolome jocotenango","GTM.14.16_1"
"san juan cotzal","GTM.14.17_1"
"san pedro jocopilas","GTM.14.18_1"
"santa cruz del quiche","GTM.14.19_1"
"uspantan","GTM.14.20_1"
"zacualpa","GTM.14.21_1"
"sin informacion","Sin Informacion"
"santo antonio ilote","GTM.14.15_1"
"santa cruz","GTM.14.19_1"
"cotzal","GTM.14.17_1"
