"NAME_2","GID_2"
"abadia de goias","BRA.9.1_1"
"abadiania","BRA.9.2_1"
"acreuna","BRA.9.3_1"
"adelandia","BRA.9.4_1"
"agua fria de goias","BRA.9.5_1"
"agua limpa","BRA.9.6_1"
"aguas lindas de goias","BRA.9.7_1"
"alexania","BRA.9.8_1"
"alexania","BRA.9.9_1"
"aloandia","BRA.9.10_1"
"alto horizonte","BRA.9.11_1"
"alto paraiso de goias","BRA.9.12_1"
"alvorada do norte","BRA.9.13_1"
"amaralina","BRA.9.14_1"
"americano do brazil","BRA.9.15_1"
"amorinopolis","BRA.9.16_1"
"anapolis","BRA.9.17_1"
"anhanguera","BRA.9.18_1"
"anicuns","BRA.9.19_1"
"aparecida de goiania","BRA.9.20_1"
"aparecida do rio doce","BRA.9.21_1"
"apore","BRA.9.22_1"
"aracu","BRA.9.23_1"
"aragarcas","BRA.9.24_1"
"aragoiania","BRA.9.25_1"
"araguapaz","BRA.9.26_1"
"arapora","BRA.9.27_1"
"arenopolis","BRA.9.28_1"
"aruana","BRA.9.29_1"
"aurilandia","BRA.9.30_1"
"avelinopolis","BRA.9.31_1"
"baliza","BRA.9.32_1"
"barro alto","BRA.9.33_1"
"bela vista de goias","BRA.9.34_1"
"bom jardim de goias","BRA.9.35_1"
"bom jesus de goias","BRA.9.36_1"
"bonfinopolis","BRA.9.37_1"
"bonopolis","BRA.9.38_1"
"brasabrantes","BRA.9.39_1"
"buriti alegre","BRA.9.40_1"
"buriti de goias","BRA.9.41_1"
"buritinopolis","BRA.9.42_1"
"cabeceiras","BRA.9.43_1"
"cachoeira alta","BRA.9.44_1"
"cachoeira de goias","BRA.9.45_1"
"cachoeira dourada","BRA.9.46_1"
"cacu","BRA.9.47_1"
"caiaponia","BRA.9.48_1"
"caldas novas","BRA.9.49_1"
"caldazinha","BRA.9.50_1"
"campestre de goias","BRA.9.51_1"
"campinacu","BRA.9.52_1"
"campinorte","BRA.9.53_1"
"campo alegre de goias","BRA.9.54_1"
"campos belos","BRA.9.55_1"
"campos verdes","BRA.9.56_1"
"carmo do rio verde","BRA.9.57_1"
"castelandia","BRA.9.58_1"
"catalao","BRA.9.59_1"
"caturai","BRA.9.60_1"
"cavalcante","BRA.9.61_1"
"ceres","BRA.9.62_1"
"cezarina","BRA.9.63_1"
"chapadinha","BRA.9.64_1"
"cidade ocidental","BRA.9.65_1"
"cocalzinho de goias","BRA.9.66_1"
"colinas do sul","BRA.9.67_1"
"corrego do ouro","BRA.9.68_1"
"corumba de goias","BRA.9.69_1"
"corumbaiba","BRA.9.70_1"
"cristalina","BRA.9.71_1"
"cristianopolis","BRA.9.72_1"
"crixas","BRA.9.73_1"
"crominia","BRA.9.74_1"
"cumari","BRA.9.75_1"
"damianopolis","BRA.9.76_1"
"davinopolis","BRA.9.77_1"
"diorama","BRA.9.78_1"
"divinopolis de goias","BRA.9.79_1"
"doverlandia","BRA.9.80_1"
"edealina","BRA.9.81_1"
"edeia","BRA.9.82_1"
"estrela do norte","BRA.9.83_1"
"faina","BRA.9.84_1"
"fazenda nova","BRA.9.85_1"
"firminopolis","BRA.9.86_1"
"flores de goias","BRA.9.87_1"
"formosa","BRA.9.88_1"
"formoso","BRA.9.89_1"
"goianapolis","BRA.9.90_1"
"goiandira","BRA.9.91_1"
"goianesia","BRA.9.92_1"
"goiania","BRA.9.93_1"
"goianira","BRA.9.94_1"
"goias","BRA.9.95_1"
"goiatuba","BRA.9.96_1"
"gouvelandia","BRA.9.97_1"
"guapo","BRA.9.98_1"
"guaraita","BRA.9.99_1"
"guarani de goias","BRA.9.100_1"
"guarinos","BRA.9.101_1"
"heitorai","BRA.9.102_1"
"hidrolandia","BRA.9.103_1"
"hidrolina","BRA.9.104_1"
"iaciara","BRA.9.105_1"
"inaciolandia","BRA.9.106_1"
"indiara","BRA.9.107_1"
"inhumas","BRA.9.108_1"
"ipameri","BRA.9.109_1"
"ipora","BRA.9.110_1"
"israelandia","BRA.9.111_1"
"itaberai","BRA.9.112_1"
"itaguari","BRA.9.113_1"
"itaguaru","BRA.9.114_1"
"itaja","BRA.9.115_1"
"itapaci","BRA.9.116_1"
"itapirapua","BRA.9.117_1"
"itapuranga","BRA.9.118_1"
"itaruma","BRA.9.119_1"
"itaucu","BRA.9.120_1"
"itumbiara","BRA.9.121_1"
"ivolandia","BRA.9.122_1"
"jandaia","BRA.9.123_1"
"jaragua","BRA.9.124_1"
"jatai","BRA.9.125_1"
"jaupaci","BRA.9.126_1"
"jesupolis","BRA.9.127_1"
"joviania","BRA.9.128_1"
"jussara","BRA.9.129_1"
"leopoldo de bulhoes","BRA.9.130_1"
"luziania","BRA.9.131_1"
"mairipotaba","BRA.9.132_1"
"mambai","BRA.9.133_1"
"mara rosa","BRA.9.134_1"
"marzagao","BRA.9.135_1"
"mateira","BRA.9.136_1"
"matrincha","BRA.9.137_1"
"maurilandia","BRA.9.138_1"
"mimoso de goias","BRA.9.139_1"
"minacu","BRA.9.140_1"
"mineiros","BRA.9.141_1"
"moipora","BRA.9.142_1"
"monte alegre de goias","BRA.9.143_1"
"montes claros de goias","BRA.9.144_1"
"montividiu","BRA.9.146_1"
"montividiu do norte","BRA.9.145_1"
"morrinhos","BRA.9.147_1"
"morro agudo de goias","BRA.9.148_1"
"mossamedes","BRA.9.149_1"
"mozarlandia","BRA.9.150_1"
"mundo novo","BRA.9.151_1"
"mutunopolis","BRA.9.152_1"
"nazario","BRA.9.153_1"
"neropolis","BRA.9.154_1"
"niquelandia","BRA.9.155_1"
"nova america","BRA.9.156_1"
"nova aurora","BRA.9.157_1"
"nova crixas","BRA.9.158_1"
"nova gloria","BRA.9.159_1"
"nova iguacu de goias","BRA.9.160_1"
"nova roma","BRA.9.161_1"
"nova veneza","BRA.9.162_1"
"novo brazil","BRA.9.163_1"
"novo gama","BRA.9.164_1"
"novo planalto","BRA.9.165_1"
"orizona","BRA.9.166_1"
"ouro verde de goias","BRA.9.167_1"
"ouvidor","BRA.9.168_1"
"padre bernardo","BRA.9.169_1"
