"NAME_2","GID_2"
"abasolo","MEX.19.1_1"
"agualeguas","MEX.19.2_1"
"allende","MEX.19.3_1"
"anahuac","MEX.19.4_1"
"apodaca","MEX.19.5_1"
"aramberri","MEX.19.6_1"
"bustamante","MEX.19.7_1"
"cadereyta jimenez","MEX.19.8_1"
"carmen","MEX.19.9_1"
"cerralvo","MEX.19.10_1"
"china","MEX.19.11_1"
"cienega de flores","MEX.19.12_1"
"doctor arroyo","MEX.19.13_1"
"doctor coss","MEX.19.14_1"
"doctor gonzalez","MEX.19.15_1"
"galeana","MEX.19.16_1"
"garcia","MEX.19.17_1"
"general bravo","MEX.19.18_1"
"general escobedo","MEX.19.19_1"
"general teran","MEX.19.20_1"
"general trevino","MEX.19.21_1"
"general zaragoza","MEX.19.22_1"
"general zuazua","MEX.19.23_1"
"guadalupe","MEX.19.24_1"
"hidalgo","MEX.19.25_1"
"higueras","MEX.19.26_1"
"iturbide","MEX.19.27_1"
"juarez","MEX.19.28_1"
"lampazos de naranjo","MEX.19.29_1"
"linares","MEX.19.30_1"
"los aldamas","MEX.19.31_1"
"los herreras","MEX.19.32_1"
"los ramones","MEX.19.33_1"
"marin","MEX.19.34_1"
"melchor ocampo","MEX.19.35_1"
"mier y noriega","MEX.19.36_1"
"mina","MEX.19.37_1"
"montemorelos","MEX.19.38_1"
"monterrey","MEX.19.39_1"
"paras","MEX.19.40_1"
"pesqueria","MEX.19.41_1"
"rayones","MEX.19.42_1"
"sabinas hidalgo","MEX.19.43_1"
"salinas victoria","MEX.19.44_1"
"san nicolas de los garza","MEX.19.45_1"
"san pedro garza garcia","MEX.19.46_1"
"santa catarina","MEX.19.47_1"
"santiago","MEX.19.48_1"
"vallecillo","MEX.19.49_1"
"villaldama","MEX.19.50_1"
"sin informacion","Sin Informacion"
