"NAME_2","GID_2"
"abasolo","MEX.7.1_1"
"acuna","MEX.7.2_1"
"allende","MEX.7.3_1"
"arteaga","MEX.7.4_1"
"candela","MEX.7.5_1"
"castanos","MEX.7.6_1"
"cuatrocienegas","MEX.7.7_1"
"escobedo","MEX.7.8_1"
"francisco i. madero","MEX.7.9_1"
"frontera","MEX.7.10_1"
"general cepeda","MEX.7.11_1"
"guerrero","MEX.7.12_1"
"hidalgo","MEX.7.13_1"
"jimenez","MEX.7.14_1"
"juarez","MEX.7.15_1"
"lamadrid","MEX.7.16_1"
"matamoros","MEX.7.17_1"
"monclova","MEX.7.18_1"
"morelos","MEX.7.19_1"
"muzquiz","MEX.7.20_1"
"nadadores","MEX.7.21_1"
"nava","MEX.7.22_1"
"nueva rosita","MEX.7.23_1"
"ocampo","MEX.7.24_1"
"parras","MEX.7.25_1"
"piedras negras","MEX.7.26_1"
"progreso","MEX.7.27_1"
"ramos arizpe","MEX.7.28_1"
"sabinas","MEX.7.29_1"
"sacramento","MEX.7.30_1"
"saltillo","MEX.7.31_1"
"san buenaventura","MEX.7.32_1"
"san pedro","MEX.7.33_1"
"sierra mojada","MEX.7.34_1"
"torreon","MEX.7.35_1"
"viesca","MEX.7.36_1"
"villa union","MEX.7.37_1"
"zaragoza","MEX.7.38_1"
"sin informacion","Sin Informacion"
