"NAME_2","GID_2"
"chicacao","GTM.20.1_1"
"cuyotenango","GTM.20.2_1"
"mazatenango","GTM.20.3_1"
"patulul","GTM.20.4_1"
"pueblo nuevo","GTM.20.5_1"
"rio bravo","GTM.20.6_1"
"samayac","GTM.20.7_1"
"san antonio suchitepequez","GTM.20.8_1"
"san bernardino","GTM.20.9_1"
"san francisco zapotitlan","GTM.20.10_1"
"san gabriel","GTM.20.11_1"
"san jose el idolo","GTM.20.12_1"
"san juan bautista","GTM.20.13_1"
"san lorenzo","GTM.20.14_1"
"san miguel panan","GTM.20.15_1"
"san pablo jocopilas","GTM.20.16_1"
"santa barbara","GTM.20.17_1"
"santo domingo suchitepequez","GTM.20.18_1"
"santo tomas la union","GTM.20.19_1"
"zunilito","GTM.20.20_1"
"sin informacion","Sin Informacion"
"s.f.zapotitlan","GTM.20.10_1"
"santo tomas","GTM.20.19_1"
