"NAME_2","GID_2"
"agua santa","BRA.21.1_1"
"agudo","BRA.21.2_1"
"ajuricaba","BRA.21.3_1"
"alecrim","BRA.21.4_1"
"alegrete","BRA.21.5_1"
"alegria","BRA.21.6_1"
"alpestre","BRA.21.7_1"
"alto alegre","BRA.21.8_1"
"alto feliz","BRA.21.9_1"
"alvorada","BRA.21.10_1"
"amaral ferrador","BRA.21.11_1"
"ametista do sul","BRA.21.12_1"
"andre da rocha","BRA.21.13_1"
"anta gorda","BRA.21.14_1"
"antonio prado","BRA.21.15_1"
"arambare","BRA.21.16_1"
"ararica","BRA.21.17_1"
"aratiba","BRA.21.18_1"
"arroio do meio","BRA.21.19_1"
"arroio do sal","BRA.21.20_1"
"arroio do tigre","BRA.21.21_1"
"arroio dos ratos","BRA.21.22_1"
"arroio grande","BRA.21.23_1"
"arvorezinha","BRA.21.24_1"
"augusto pestana","BRA.21.25_1"
"baje","BRA.21.26_1"
"balneario pinhal","BRA.21.27_1"
"barao de cotegipe","BRA.21.28_1"
"barao do triunfo","BRA.21.29_1"
"baro","BRA.21.30_1"
"barra do guarita","BRA.21.31_1"
"barra do quarai","BRA.21.32_1"
"barra do ribeiro","BRA.21.33_1"
"barra do rio azul","BRA.21.34_1"
"barra funda","BRA.21.35_1"
"barracao","BRA.21.36_1"
"barros cassal","BRA.21.37_1"
"benjamin constant do sul","BRA.21.38_1"
"bento goncalves","BRA.21.39_1"
"boa vista das misses","BRA.21.40_1"
"boa vista das missoes","BRA.21.41_1"
"boa vista do burica","BRA.21.42_1"
"boa vista do sul","BRA.21.43_1"
"bom jesus","BRA.21.44_1"
"bom principio","BRA.21.45_1"
"bom progresso","BRA.21.46_1"
"bom retiro do sul","BRA.21.47_1"
"boqueirao do leao","BRA.21.48_1"
"bossoroca","BRA.21.49_1"
"braga","BRA.21.50_1"
"brochier","BRA.21.51_1"
"butia","BRA.21.52_1"
"cacapava do sul","BRA.21.53_1"
"cacequi","BRA.21.54_1"
