"NAME_2","GID_2"
"amatitlan","GTM.7.1_1"
"chinautla","GTM.7.2_1"
"chuarrancho","GTM.7.3_1"
"fraijanes","GTM.7.4_1"
"mixco","GTM.7.5_1"
"palencia","GTM.7.6_1"
"petapa","GTM.7.7_1"
"san jose del golfo","GTM.7.8_1"
"san jose pinula","GTM.7.9_1"
"san juan sacatepequez","GTM.7.10_1"
"san pedro ayampuc","GTM.7.11_1"
"san pedro sacatepequez","GTM.7.12_1"
"san raymundo","GTM.7.13_1"
"santa catarina pinula","GTM.7.14_1"
"villa canales","GTM.7.15_1"
"villa nueva","GTM.7.16_1"
"zona 1","GTM.7.17_1"
"zona 10","GTM.7.18_1"
"zona 11","GTM.7.19_1"
"zona 12","GTM.7.20_1"
"zona 13","GTM.7.21_1"
"zona 14","GTM.7.22_1"
"zona 15","GTM.7.23_1"
"zona 16","GTM.7.24_1"
"zona 17","GTM.7.25_1"
"zona 18","GTM.7.26_1"
"zona 19","GTM.7.27_1"
"zona 2","GTM.7.28_1"
"zona 22","GTM.7.29_1"
"zona 24","GTM.7.30_1"
"zona 25","GTM.7.31_1"
"zona 3","GTM.7.32_1"
"zona 4","GTM.7.33_1"
"zona 5","GTM.7.34_1"
"zona 6","GTM.7.35_1"
"zona 7","GTM.7.36_1"
"zona 8","GTM.7.37_1"
"zona 9","GTM.7.38_1"
"sin informacion","Sin Informacion"
"guatemala","Sin Informacion"
"san pdo. sacatepequez","GTM.7.12_1"
"s.j.sacatepequez","GTM.7.10_1"
