"NAME_2","GID_2"
"achi","COL.5.1_1"
"altos del rosario","COL.5.2_1"
"arjona","COL.5.3_1"
"barranco de loba","COL.5.4_1"
"calamar","COL.5.5_1"
"cantagallo","COL.5.6_1"
"cartagena de indias","COL.5.7_1"
"cicuco","COL.5.8_1"
"cordoba","COL.5.9_1"
"el carmen de bolivar","COL.5.10_1"
"el guamo","COL.5.11_1"
"hatillo de loba","COL.5.12_1"
"mahates","COL.5.13_1"
"margarita","COL.5.14_1"
"maria la baja","COL.5.15_1"
"mompos","COL.5.16_1"
"montecristo","COL.5.17_1"
"morales","COL.5.18_1"
"pinillos","COL.5.19_1"
"rio viejo","COL.5.20_1"
"san estanislao de kostka","COL.5.21_1"
"san fernando","COL.5.22_1"
"san jacinto","COL.5.23_1"
"san juan nepomuceno","COL.5.24_1"
"san martin de loba","COL.5.25_1"
"san pablo","COL.5.26_1"
"santa catalina","COL.5.27_1"
"santa rosa","COL.5.28_1"
"santa rosa del sur","COL.5.29_1"
"simiti","COL.5.30_1"
"soplaviento","COL.5.31_1"
"talaigua nuevo","COL.5.32_1"
"turbaco","COL.5.33_1"
"turbana","COL.5.34_1"
"villanueva","COL.5.35_1"
"zambrano","COL.5.36_1"
"sin informacion","Sin Informacion"
"magangue","COL.5.8_1"
