"NAME_2","GID_2"
"acatenango","GTM.3.1_1"
"chimaltenango","GTM.3.2_1"
"comalapa","GTM.3.3_1"
"el tejar","GTM.3.4_1"
"parramos","GTM.3.5_1"
"patzicia","GTM.3.6_1"
"patzun","GTM.3.7_1"
"pochuta","GTM.3.8_1"
"san andres itzapa","GTM.3.9_1"
"san jose poaquil","GTM.3.10_1"
"san martin jilotepeque","GTM.3.11_1"
"santa apolonia","GTM.3.12_1"
"santa cruz balanya","GTM.3.13_1"
"tecpan guatemala","GTM.3.14_1"
"yepocapa","GTM.3.15_1"
"zaragoza","GTM.3.16_1"
"sin informacion","Sin Informacion"
"s.m.jilotepeque","GTM.3.11_1"
