"NAME_2","GID_2"
"camasca","HND.10.1_1"
"colomoncagua","HND.10.2_1"
"concepcion","HND.10.3_1"
"dolores","HND.10.4_1"
"intibuca","HND.10.5_1"
"jesus de otoro","HND.10.6_1"
"la esperanza","HND.10.7_1"
"magdalena","HND.10.8_1"
"masaguara","HND.10.9_1"
"san antonio","HND.10.10_1"
"san francisco de opalaca","HND.10.11_1"
"san isidro","HND.10.12_1"
"san juan","HND.10.13_1"
"san marcos de la sierra","HND.10.14_1"
"san miguelito","HND.10.15_1"
"santa lucia","HND.10.16_1"
"yamaranguila","HND.10.17_1"
"sin informacion","Sin Informacion"
