"NAME_2","GID_2"
"alpujarra","COL.29.1_1"
"alvarado","COL.29.2_1"
"ambalema","COL.29.3_1"
"anzoategui","COL.29.4_1"
"armero","COL.29.5_1"
"ataco","COL.29.6_1"
"cajamarca","COL.29.7_1"
"carmen de apicala","COL.29.8_1"
"casabianca","COL.29.9_1"
"chaparral","COL.29.10_1"
"coello","COL.29.11_1"
"coyaima","COL.29.12_1"
"cunday","COL.29.13_1"
"dolores","COL.29.14_1"
"espinal","COL.29.15_1"
"falan","COL.29.16_1"
"flandes","COL.29.17_1"
"fresno","COL.29.18_1"
"guamo","COL.29.19_1"
"herveo","COL.29.20_1"
"honda","COL.29.21_1"
"ibague","COL.29.22_1"
"icononzo","COL.29.23_1"
"lerida","COL.29.24_1"
"libano","COL.29.25_1"
"melgar","COL.29.26_1"
"murillo","COL.29.27_1"
"natagaima","COL.29.28_1"
"ortega","COL.29.29_1"
"piedras","COL.29.30_1"
"planadas","COL.29.31_1"
"prado","COL.29.32_1"
"purificacion","COL.29.33_1"
"rioblanco","COL.29.34_1"
"roncesvalles","COL.29.35_1"
"rovira","COL.29.36_1"
"saldana","COL.29.37_1"
"san antonio","COL.29.38_1"
"san luis","COL.29.39_1"
"san sebastian de mariquita","COL.29.40_1"
"santa isabel","COL.29.41_1"
"suarez","COL.29.42_1"
"valle de san juan","COL.29.43_1"
"venadillo","COL.29.44_1"
"villahermosa","COL.29.45_1"
"villarrica","COL.29.46_1"
"sin informacion","Sin Informacion"
"mariquita","COL.29.40_1"
