"NAME_2","GID_2"
"accomack","USA.47.1_1"
"albemarle","USA.47.2_1"
"alexandria","USA.47.3_1"
"alleghany","USA.47.4_1"
"amelia","USA.47.5_1"
"amherst","USA.47.6_1"
"appomattox","USA.47.7_1"
"arlington","USA.47.8_1"
"augusta","USA.47.9_1"
"bath","USA.47.10_1"
"bedford","USA.47.11_1"
"bedford city","USA.47.12_1"
"bland","USA.47.13_1"
"botetourt","USA.47.14_1"
"bristol","USA.47.15_1"
"brunswick","USA.47.16_1"
"buchanan","USA.47.17_1"
"buckingham","USA.47.18_1"
"buena vista","USA.47.19_1"
"campbell","USA.47.20_1"
"caroline","USA.47.21_1"
"carroll","USA.47.22_1"
"charles city","USA.47.23_1"
"charlotte","USA.47.24_1"
"charlottesville","USA.47.25_1"
"chesapeake","USA.47.26_1"
"chesterfield","USA.47.27_1"
"clarke","USA.47.28_1"
"clifton forge city","USA.47.29_1"
"colonial heights","USA.47.30_1"
"covington","USA.47.31_1"
"craig","USA.47.32_1"
"culpeper","USA.47.33_1"
"cumberland","USA.47.34_1"
"danville","USA.47.35_1"
"dickenson","USA.47.36_1"
"dinwiddie","USA.47.37_1"
"emporia","USA.47.38_1"
"essex","USA.47.39_1"
"fairfax","USA.47.40_1"
"fairfax city","USA.47.41_1"
"falls church","USA.47.42_1"
"fauquier","USA.47.43_1"
"floyd","USA.47.44_1"
"fluvanna","USA.47.45_1"
"franklin","USA.47.46_1"
"frederick","USA.47.47_1"
"fredericksburg","USA.47.48_1"
"galax","USA.47.49_1"
"giles","USA.47.50_1"
"gloucester","USA.47.51_1"
"goochland","USA.47.52_1"
"grayson","USA.47.53_1"
"greene","USA.47.54_1"
"greensville","USA.47.55_1"
"halifax","USA.47.56_1"
"hampton","USA.47.57_1"
"hanover","USA.47.58_1"
"harrisonburg","USA.47.59_1"
"henrico","USA.47.60_1"
"henry","USA.47.61_1"
"highland","USA.47.62_1"
"hopewell","USA.47.63_1"
"isle of wight","USA.47.64_1"
"james city","USA.47.65_1"
"king and queen","USA.47.66_1"
"king george","USA.47.67_1"
"king william","USA.47.68_1"
"lancaster","USA.47.69_1"
"lee","USA.47.70_1"
"lexington","USA.47.71_1"
"loudoun","USA.47.72_1"
"louisa","USA.47.73_1"
"lunenburg","USA.47.74_1"
"lynchburg","USA.47.75_1"
"madison","USA.47.76_1"
"manassas","USA.47.77_1"
"manassas park","USA.47.78_1"
"martinsville","USA.47.79_1"
"mathews","USA.47.80_1"
"mecklenburg","USA.47.81_1"
"middlesex","USA.47.82_1"
"montgomery","USA.47.83_1"
"nelson","USA.47.84_1"
"new kent","USA.47.85_1"
"newport news","USA.47.86_1"
"norfolk","USA.47.87_1"
"northampton","USA.47.88_1"
"northumberland","USA.47.89_1"
"norton","USA.47.90_1"
"nottoway","USA.47.91_1"
"orange","USA.47.92_1"
"page","USA.47.93_1"
"patrick","USA.47.94_1"
"petersburg","USA.47.95_1"
"pittsylvania","USA.47.96_1"
"poquoson","USA.47.97_1"
"portsmouth","USA.47.98_1"
"powhatan","USA.47.99_1"
"prince edward","USA.47.100_1"
"prince george","USA.47.101_1"
"prince william","USA.47.102_1"
"pulaski","USA.47.103_1"
"radford","USA.47.104_1"
"rappahannock","USA.47.105_1"
"richmond","USA.47.106_1"
"roanoke","USA.47.107_1"
"roanoke city","USA.47.108_1"
"rockbridge","USA.47.109_1"
"rockingham","USA.47.110_1"
"russell","USA.47.111_1"
"salem","USA.47.112_1"
"scott","USA.47.113_1"
"shenandoah","USA.47.114_1"
"smyth","USA.47.115_1"
"southampton","USA.47.116_1"
"spotsylvania","USA.47.117_1"
"stafford","USA.47.118_1"
"staunton","USA.47.119_1"
"suffolk","USA.47.120_1"
"surry","USA.47.121_1"
"sussex","USA.47.122_1"
"tazewell","USA.47.123_1"
"virginia beach","USA.47.124_1"
"warren","USA.47.125_1"
"washington","USA.47.126_1"
"waynesboro","USA.47.127_1"
"westmoreland","USA.47.128_1"
"williamsburg","USA.47.129_1"
"winchester","USA.47.130_1"
"wise","USA.47.131_1"
"wythe","USA.47.132_1"
"york","USA.47.133_1"
"sin informacion","Sin Informacion"
