"NAME_2","GID_2"
"abbeville","USA.41.1_1"
"aiken","USA.41.2_1"
"allendale","USA.41.3_1"
"anderson","USA.41.4_1"
"bamberg","USA.41.5_1"
"barnwell","USA.41.6_1"
"beaufort","USA.41.7_1"
"berkeley","USA.41.8_1"
"calhoun","USA.41.9_1"
"charleston","USA.41.10_1"
"cherokee","USA.41.11_1"
"chester","USA.41.12_1"
"chesterfield","USA.41.13_1"
"clarendon","USA.41.14_1"
"colleton","USA.41.15_1"
"darlington","USA.41.16_1"
"dillon","USA.41.17_1"
"dorchester","USA.41.18_1"
"edgefield","USA.41.19_1"
"fairfield","USA.41.20_1"
"florence","USA.41.21_1"
"georgetown","USA.41.22_1"
"greenville","USA.41.23_1"
"greenwood","USA.41.24_1"
"hampton","USA.41.25_1"
"horry","USA.41.26_1"
"jasper","USA.41.27_1"
"kershaw","USA.41.28_1"
"lancaster","USA.41.29_1"
"laurens","USA.41.30_1"
"lee","USA.41.31_1"
"lexington","USA.41.32_1"
"marion","USA.41.33_1"
"marlboro","USA.41.34_1"
"mccormick","USA.41.35_1"
"newberry","USA.41.36_1"
"oconee","USA.41.37_1"
"orangeburg","USA.41.38_1"
"pickens","USA.41.39_1"
"richland","USA.41.40_1"
"saluda","USA.41.41_1"
"spartanburg","USA.41.42_1"
"sumter","USA.41.43_1"
"union","USA.41.44_1"
"williamsburg","USA.41.45_1"
"york","USA.41.46_1"
"sin informacion","Sin Informacion"
