"NAME_2","GID_2"
"choapam","MEX.20.1_1"
"coixtlahuaca","MEX.20.2_1"
"cuicatlan","MEX.20.3_1"
"del centro","MEX.20.4_1"
"dist. ejutla","MEX.20.5_1"
"dist. etla","MEX.20.6_1"
"dist. huajuapam","MEX.20.7_1"
"dist. ixtlan","MEX.20.8_1"
"dist. jamiltepec","MEX.20.9_1"
"dist. juchitan","MEX.20.10_1"
"dist. juquila","MEX.20.11_1"
"dist. juxtlahuaca","MEX.20.12_1"
"dist. miahuatlan","MEX.20.13_1"
"dist. mixe","MEX.20.14_1"
"dist. nochixtlan","MEX.20.15_1"
"dist. ocotlan","MEX.20.16_1"
"dist. pochutla","MEX.20.17_1"
"dist. putla","MEX.20.18_1"
"dist. silacayoapam","MEX.20.19_1"
"dist. sola de vega","MEX.20.20_1"
"dist. tehuantepec","MEX.20.21_1"
"dist. teotitlan","MEX.20.22_1"
"dist. teposcolula","MEX.20.23_1"
"dist. tlacolula","MEX.20.24_1"
"dist. tlaxiaco","MEX.20.25_1"
"dist. tuxtepec","MEX.20.26_1"
"dist. villa alta","MEX.20.27_1"
"dist. yautepec","MEX.20.28_1"
"dist. zaachila","MEX.20.29_1"
"dist. zimatlan","MEX.20.30_1"
"sin informacion","Sin Informacion"
