"NAME_2","GID_2"
"aguilares","SLV.10.1_1"
"apopa","SLV.10.2_1"
"ayutuxtepeque","SLV.10.3_1"
"cuscatancingo","SLV.10.4_1"
"delgado","SLV.10.5_1"
"el paisnal","SLV.10.6_1"
"guazapa","SLV.10.7_1"
"ilopango","SLV.10.8_1"
"lago de llopango","SLV.10.9_1"
"mejicanos","SLV.10.10_1"
"nejapa","SLV.10.11_1"
"panchimalco","SLV.10.12_1"
"rosario de mora","SLV.10.13_1"
"san marcos","SLV.10.14_1"
"san martin","SLV.10.15_1"
"san salvador","SLV.10.16_1"
"santiago texacuangos","SLV.10.17_1"
"santo tomas","SLV.10.18_1"
"soyapango","SLV.10.19_1"
"tonacatepeque","SLV.10.20_1"
"sin informacion","Sin Informacion"
"el paisal","SLV.10.6_1"
"ciudad delgado","SLV.10.5_1"
