"NAME_2","GID_2"
"aregua","PRY.9.1_1"
"capiata","PRY.9.2_1"
"fernando de la mora","PRY.9.3_1"
"guarambare","PRY.9.4_1"
"ita","PRY.9.5_1"
"itaugua","PRY.9.6_1"
"juan augusto saldivar","PRY.9.7_1"
"lambare","PRY.9.8_1"
"limpio","PRY.9.9_1"
"luque","PRY.9.10_1"
"mariano roque alonso","PRY.9.11_1"
"nemby","PRY.9.12_1"
"nueva italia","PRY.9.13_1"
"san antonio","PRY.9.14_1"
"san lorenzo","PRY.9.15_1"
"villa elisa","PRY.9.16_1"
"villeta","PRY.9.17_1"
"water body","PRY.9.18_1"
"ypacarai","PRY.9.19_1"
"ypane","PRY.9.20_1"
"sin informacion","Sin Informacion"
