"NAME_2","GID_2"
"agua clara","BRA.11.1_1"
"alcinopolis","BRA.11.2_1"
"amambai","BRA.11.3_1"
"anastacio","BRA.11.4_1"
"anaurilandia","BRA.11.5_1"
"angelica","BRA.11.6_1"
"antonio joao","BRA.11.7_1"
"aparecida do taboado","BRA.11.8_1"
"aquidauana","BRA.11.9_1"
"aral moreira","BRA.11.10_1"
"bandeirantes","BRA.11.11_1"
"bataguassu","BRA.11.12_1"
"bataipora","BRA.11.13_1"
"bela vista","BRA.11.14_1"
"bodoquena","BRA.11.15_1"
"bonito","BRA.11.16_1"
"brasilandia","BRA.11.17_1"
"caarapo","BRA.11.18_1"
"camapua","BRA.11.19_1"
"campo grande","BRA.11.20_1"
"caracol","BRA.11.21_1"
"cassilandia","BRA.11.22_1"
"chapadao do sul","BRA.11.23_1"
"corguinho","BRA.11.24_1"
"coronel sapucaia","BRA.11.25_1"
"corumba","BRA.11.26_1"
"costa rica","BRA.11.27_1"
"coxim","BRA.11.28_1"
"deodapolis","BRA.11.29_1"
"dois irmaos do buriti","BRA.11.30_1"
"douradina","BRA.11.31_1"
"dourados","BRA.11.32_1"
"eldorado","BRA.11.33_1"
"fatima do sul","BRA.11.34_1"
"gloria de dourados","BRA.11.35_1"
"guia lopes da laguna","BRA.11.36_1"
"iguatemi","BRA.11.37_1"
"inocencia","BRA.11.38_1"
"itapora","BRA.11.39_1"
"itaquirai","BRA.11.40_1"
"ivinhema","BRA.11.41_1"
"japora","BRA.11.42_1"
"jaraguari","BRA.11.43_1"
"jardim","BRA.11.44_1"
"jatei","BRA.11.45_1"
"juti","BRA.11.46_1"
"laguna carapa","BRA.11.47_1"
"maracaju","BRA.11.48_1"
"miranda","BRA.11.49_1"
"mundo novo","BRA.11.50_1"
"navirai","BRA.11.51_1"
"nioaque","BRA.11.52_1"
"nova alvorada do sul","BRA.11.53_1"
"nova andradina","BRA.11.54_1"
"novo horizonte do sul","BRA.11.55_1"
"paranaiba","BRA.11.56_1"
"paranhos","BRA.11.57_1"
"pedro gomes","BRA.11.58_1"
"ponta pora","BRA.11.59_1"
"porto murtinho","BRA.11.60_1"
"ribas do rio pardo","BRA.11.61_1"
"rio brilhante","BRA.11.62_1"
"rio negro","BRA.11.63_1"
"rio verde de mato grosso","BRA.11.64_1"
"rochedo","BRA.11.65_1"
"santa rita do pardo","BRA.11.66_1"
"sao gabriel do oeste","BRA.11.67_1"
"sapezal","BRA.11.68_1"
"selviria","BRA.11.69_1"
"sete quedas","BRA.11.70_1"
"sidrolandia","BRA.11.71_1"
"sonora","BRA.11.72_1"
"tacuru","BRA.11.73_1"
"taquarussu","BRA.11.74_1"
"terenos","BRA.11.75_1"
"tres lagoas","BRA.11.76_1"
"vicentina","BRA.11.77_1"
"sin informacion","Sin Informacion"
"ladario","BRA.11.68_1"
