"NAME_2","GID_2"
"abadia dos dourados","BRA.13.1_1"
"abaete","BRA.13.2_1"
"abre campo","BRA.13.3_1"
"acaiaca","BRA.13.4_1"
"acucena","BRA.13.5_1"
"agua boa","BRA.13.6_1"
"agua comprida","BRA.13.7_1"
"aguanil","BRA.13.8_1"
"aguas formosas","BRA.13.9_1"
"aguas vermelhas","BRA.13.10_1"
"aimores","BRA.13.11_1"
"aiuruoca","BRA.13.12_1"
"alagoa","BRA.13.13_1"
"albertina","BRA.13.14_1"
"alem paraiba","BRA.13.15_1"
"alfenas","BRA.13.16_1"
"alfredo vasconcelos","BRA.13.17_1"
"almenara","BRA.13.18_1"
"alpercata","BRA.13.19_1"
"alpinopolis","BRA.13.20_1"
"alterosa","BRA.13.21_1"
"alto caparao","BRA.13.22_1"
"alto jequitiba","BRA.13.23_1"
"alto rio doce","BRA.13.24_1"
"alvarenga","BRA.13.25_1"
"alvinopolis","BRA.13.26_1"
"alvorada de minas","BRA.13.27_1"
"amparo do serra","BRA.13.28_1"
"andradas","BRA.13.29_1"
"andrelandia","BRA.13.30_1"
"angelandia","BRA.13.31_1"
"antonio carlos","BRA.13.32_1"
"antonio dias","BRA.13.33_1"
"antonio prado de minas","BRA.13.34_1"
"aracai","BRA.13.35_1"
"aracitaba","BRA.13.36_1"
"aracuai","BRA.13.37_1"
"araguari","BRA.13.38_1"
"arantina","BRA.13.39_1"
"araponga","BRA.13.40_1"
"arapua","BRA.13.41_1"
"araujos","BRA.13.42_1"
"araxa","BRA.13.43_1"
"arceburgo","BRA.13.44_1"
"arcos","BRA.13.45_1"
"areado","BRA.13.46_1"
"argirita","BRA.13.47_1"
"aricanduva","BRA.13.48_1"
"arinos","BRA.13.49_1"
"astolfo dutra","BRA.13.50_1"
"ataleia","BRA.13.51_1"
"augusto de lima","BRA.13.52_1"
"baependi","BRA.13.53_1"
"baldim","BRA.13.54_1"
"bambui","BRA.13.55_1"
"bandeira","BRA.13.56_1"
"bandiera do sul","BRA.13.57_1"
"barao de cocais","BRA.13.58_1"
"barao de monte alto","BRA.13.59_1"
"barbacena","BRA.13.60_1"
"barra longa","BRA.13.61_1"
"barroso","BRA.13.62_1"
"bela vista de minas","BRA.13.63_1"
"belmiro braga","BRA.13.64_1"
"belo horizonte","BRA.13.65_1"
"belo oriente","BRA.13.66_1"
"belo vale","BRA.13.67_1"
