"NAME_2","GID_2"
"alameda","USA.5.1_1"
"alpine","USA.5.2_1"
"amador","USA.5.3_1"
"butte","USA.5.4_1"
"calaveras","USA.5.5_1"
"colusa","USA.5.6_1"
"contra costa","USA.5.7_1"
"del norte","USA.5.8_1"
"el dorado","USA.5.9_1"
"fresno","USA.5.10_1"
"glenn","USA.5.11_1"
"humboldt","USA.5.12_1"
"imperial","USA.5.13_1"
"inyo","USA.5.14_1"
"kern","USA.5.15_1"
"kings","USA.5.16_1"
"lake","USA.5.17_1"
"lassen","USA.5.18_1"
"los angeles","USA.5.19_1"
"madera","USA.5.20_1"
"marin","USA.5.21_1"
"mariposa","USA.5.22_1"
"mendocino","USA.5.23_1"
"merced","USA.5.24_1"
"modoc","USA.5.25_1"
"mono","USA.5.26_1"
"monterey","USA.5.27_1"
"napa","USA.5.28_1"
"nevada","USA.5.29_1"
"orange","USA.5.30_1"
"placer","USA.5.31_1"
"plumas","USA.5.32_1"
"riverside","USA.5.33_1"
"sacramento","USA.5.34_1"
"san benito","USA.5.35_1"
"san bernardino","USA.5.36_1"
"san diego","USA.5.37_1"
"san francisco","USA.5.38_1"
"san joaquin","USA.5.39_1"
"san luis obispo","USA.5.40_1"
"san mateo","USA.5.41_1"
"santa barbara","USA.5.42_1"
"santa clara","USA.5.43_1"
"santa cruz","USA.5.44_1"
"shasta","USA.5.45_1"
"sierra","USA.5.46_1"
"siskiyou","USA.5.47_1"
"solano","USA.5.48_1"
"sonoma","USA.5.49_1"
"stanislaus","USA.5.50_1"
"sutter","USA.5.51_1"
"tehama","USA.5.52_1"
"trinity","USA.5.53_1"
"tulare","USA.5.54_1"
"tuolumne","USA.5.55_1"
"ventura","USA.5.56_1"
"yolo","USA.5.57_1"
"yuba","USA.5.58_1"
"sin informacion","Sin Informacion"
