"NAME_2","GID_2"
"aurora","USA.42.1_1"
"beadle","USA.42.2_1"
"bennett","USA.42.3_1"
"bon homme","USA.42.4_1"
"brookings","USA.42.5_1"
"brown","USA.42.6_1"
"brule","USA.42.7_1"
"buffalo","USA.42.8_1"
"butte","USA.42.9_1"
"campbell","USA.42.10_1"
"charles mix","USA.42.11_1"
"clark","USA.42.12_1"
"clay","USA.42.13_1"
"codington","USA.42.14_1"
"corson","USA.42.15_1"
"custer","USA.42.16_1"
"davison","USA.42.17_1"
"day","USA.42.18_1"
"deuel","USA.42.19_1"
"dewey","USA.42.20_1"
"douglas","USA.42.21_1"
"edmunds","USA.42.22_1"
"fall river","USA.42.23_1"
"faulk","USA.42.24_1"
"grant","USA.42.25_1"
"gregory","USA.42.26_1"
"haakon","USA.42.27_1"
"hamlin","USA.42.28_1"
"hand","USA.42.29_1"
"hanson","USA.42.30_1"
"harding","USA.42.31_1"
"hughes","USA.42.32_1"
"hutchinson","USA.42.33_1"
"hyde","USA.42.34_1"
"jackson","USA.42.35_1"
"jerauld","USA.42.36_1"
"jones","USA.42.37_1"
"kingsbury","USA.42.38_1"
"lake","USA.42.39_1"
"lawrence","USA.42.40_1"
"lincoln","USA.42.41_1"
"lyman","USA.42.42_1"
"marshall","USA.42.43_1"
"mccook","USA.42.44_1"
"mcpherson","USA.42.45_1"
"meade","USA.42.46_1"
"mellette","USA.42.47_1"
"miner","USA.42.48_1"
"minnehaha","USA.42.49_1"
"moody","USA.42.50_1"
"pennington","USA.42.51_1"
"perkins","USA.42.52_1"
"potter","USA.42.53_1"
"roberts","USA.42.54_1"
"sanborn","USA.42.55_1"
"shannon","USA.42.56_1"
"spink","USA.42.57_1"
"stanley","USA.42.58_1"
"sully","USA.42.59_1"
"todd","USA.42.60_1"
"tripp","USA.42.61_1"
"turner","USA.42.62_1"
"union","USA.42.63_1"
"walworth","USA.42.64_1"
"yankton","USA.42.65_1"
"ziebach","USA.42.66_1"
"sin informacion","Sin Informacion"
