"NAME_2","GID_2"
"acaua","BRA.18.1_1"
"agricolandia","BRA.18.2_1"
"agua branca","BRA.18.3_1"
"alagoinha do piaui","BRA.18.4_1"
"alegrete do piaui","BRA.18.5_1"
"alto longa","BRA.18.6_1"
"altos","BRA.18.7_1"
"alvorada do gurgueia","BRA.18.8_1"
"amarante","BRA.18.9_1"
"angical do piaui","BRA.18.10_1"
"anisio de abreu","BRA.18.11_1"
"antonio almeida","BRA.18.12_1"
"aroazes","BRA.18.13_1"
"arraial","BRA.18.14_1"
"assuncao do piaui","BRA.18.15_1"
"avelino lopes","BRA.18.16_1"
"baixa grande do ribeiro","BRA.18.17_1"
"barra d'alcantara","BRA.18.18_1"
"barras","BRA.18.19_1"
"barreiras do piaui","BRA.18.20_1"
"barro duro","BRA.18.21_1"
"batalha","BRA.18.22_1"
"bela vista do piaui","BRA.18.23_1"
"belem do piaui","BRA.18.24_1"
"beneditinos","BRA.18.25_1"
"bertolinia","BRA.18.26_1"
"betania do piaui","BRA.18.27_1"
"boa hora","BRA.18.28_1"
"bocaina","BRA.18.29_1"
"bom jesus","BRA.18.30_1"
"bom principio do piaui","BRA.18.31_1"
"bonfim do piaui","BRA.18.32_1"
"boqueirao do piaui","BRA.18.33_1"
"brazileira","BRA.18.34_1"
"brejo do piaui","BRA.18.35_1"
"buriti dos lopes","BRA.18.36_1"
"buriti dos montes","BRA.18.37_1"
"cabeceiras do piaui","BRA.18.38_1"
"cajazeiras do piaui","BRA.18.39_1"
"cajueiro da praia","BRA.18.40_1"
"caldeirao grande do piaui","BRA.18.41_1"
"campinas do piaui","BRA.18.42_1"
"campo alegre do fidalgo","BRA.18.43_1"
"campo grande do piaui","BRA.18.44_1"
"campo largo do piaui","BRA.18.45_1"
"campo maior","BRA.18.46_1"
"canavieira","BRA.18.47_1"
"canto do buriti","BRA.18.48_1"
"capitao de campos","BRA.18.49_1"
"capitao gervasio oliveira","BRA.18.50_1"
"caracol","BRA.18.51_1"
"caraubas do piaui","BRA.18.52_1"
"caridade do piaui","BRA.18.53_1"
"castelo do piaui","BRA.18.54_1"
"caxingo","BRA.18.55_1"
"cocal","BRA.18.58_1"
"cocal de telha","BRA.18.56_1"
"cocal dos alves","BRA.18.57_1"
"coivaras","BRA.18.59_1"
"colonia do gurgueia","BRA.18.60_1"
"colonia do piaui","BRA.18.61_1"
"conceicao do caninde","BRA.18.62_1"
"coronel jose dias","BRA.18.63_1"
"corrente","BRA.18.64_1"
"cristalandia do piaui","BRA.18.65_1"
"cristino castro","BRA.18.66_1"
"curimata","BRA.18.67_1"
"currais","BRA.18.68_1"
"curral novo do piaui","BRA.18.69_1"
"curralinhos","BRA.18.70_1"
"demerval lobao","BRA.18.71_1"
"dirceu arcoverde","BRA.18.72_1"
"dom expedito lopes","BRA.18.73_1"
"dom inocencio","BRA.18.74_1"
"domingos mourao","BRA.18.75_1"
"elesbao veloso","BRA.18.76_1"
"eliseu martins","BRA.18.77_1"
"esperantina","BRA.18.78_1"
"fartura do piaui","BRA.18.79_1"
"flores do piaui","BRA.18.80_1"
"floresta do piaui","BRA.18.81_1"
"floriano","BRA.18.82_1"
"francinopolis","BRA.18.83_1"
"francisco ayres","BRA.18.84_1"
"francisco macedo","BRA.18.85_1"
"francisco santos","BRA.18.86_1"
"fronteiras","BRA.18.87_1"
"geminiano","BRA.18.88_1"
"gilbues","BRA.18.89_1"
"guadalupe","BRA.18.90_1"
"guaribas","BRA.18.91_1"
"hugo napoleao","BRA.18.92_1"
"ilha grande","BRA.18.93_1"
"inhuma","BRA.18.94_1"
"ipiranga do piaui","BRA.18.95_1"
"isaias coelho","BRA.18.96_1"
