"NAME_2","GID_2"
"abitibi","CAN.11.2_1"
"abitibi-ouest","CAN.11.1_1"
"acton","CAN.11.3_1"
"antoine-labelle","CAN.11.4_1"
"argenteuil","CAN.11.5_1"
"arthabaska","CAN.11.6_1"
"asbestos","CAN.11.7_1"
"avignon","CAN.11.8_1"
"beauce-sartigan","CAN.11.9_1"
"beauharnois-salaberry","CAN.11.10_1"
"becancour","CAN.11.11_1"
"bellechasse","CAN.11.12_1"
"bonaventure","CAN.11.13_1"
"brome-missisquoi","CAN.11.14_1"
"champlain","CAN.11.15_1"
"charlevoix","CAN.11.17_1"
"charlevoix-est","CAN.11.16_1"
"coaticook","CAN.11.18_1"
"communaute-urbaine-de-l'outaouais","CAN.11.19_1"
"communaute-urbaine-de-montreal","CAN.11.20_1"
"communaute-urbaine-de-quebec","CAN.11.21_1"
"d'autray","CAN.11.22_1"
"desjardins","CAN.11.23_1"
"deux-montagnes","CAN.11.24_1"
"drummond","CAN.11.25_1"
"francheville","CAN.11.26_1"
"joliette","CAN.11.27_1"
"kamouraska","CAN.11.28_1"
"l'amiante","CAN.11.29_1"
"l'assomption","CAN.11.30_1"
"l'erable","CAN.11.31_1"
"l'ile-d'orleans","CAN.11.32_1"
"l'islet","CAN.11.33_1"
"la cote-de-beaupre","CAN.11.34_1"
"la cote-de-gaspe","CAN.11.35_1"
"la haute-cote-nord","CAN.11.36_1"
"la haute-gaspesie","CAN.11.37_1"
"la haute-yamaska","CAN.11.38_1"
"la jacques-cartier","CAN.11.39_1"
"la matapedia","CAN.11.40_1"
"la mitis","CAN.11.41_1"
"la nouvelle-beauce","CAN.11.42_1"
"la region-sherbrookoise","CAN.11.43_1"
"la riviere-du-nord","CAN.11.44_1"
"la vallee-de-la-gatineau","CAN.11.45_1"
"la vallee-du-richelieu","CAN.11.46_1"
"lac-saint-jean-est","CAN.11.47_1"
"lajemmerais","CAN.11.48_1"
"laval","CAN.11.49_1"
"le bas-richelieu","CAN.11.50_1"
"le centre-de-la-mauricie","CAN.11.51_1"
"le domaine-du-roy","CAN.11.52_1"
"le fjord-du-saguenay","CAN.11.53_1"
"le granit","CAN.11.54_1"
"le haut-richelieu","CAN.11.55_1"
"le haut-saint-francois","CAN.11.56_1"
"le haut-saint-laurent","CAN.11.57_1"
"le haut-saint-maurice","CAN.11.58_1"
"le rocher-perce","CAN.11.59_1"
"le val-saint-francois","CAN.11.60_1"
"les basques","CAN.11.61_1"
"les chutes-de-la-chaudiere","CAN.11.62_1"
"les collines-de-l'outaouais","CAN.11.63_1"
"les etchemins","CAN.11.64_1"
"les iles-de-la-madeleine","CAN.11.65_1"
"les jardins-de-napierville","CAN.11.66_1"
"les laurentides","CAN.11.67_1"
"les maskoutains","CAN.11.68_1"
"les moulins","CAN.11.69_1"
"les pays-d'en-haut","CAN.11.70_1"
"lotbiniere","CAN.11.71_1"
"manicouagan","CAN.11.72_1"
"maria-chapdelaine","CAN.11.73_1"
"maskinonge","CAN.11.74_1"
"matane","CAN.11.75_1"
"matawinie","CAN.11.76_1"
"mekinac","CAN.11.77_1"
"memphremagog","CAN.11.78_1"
"minganie--basse-cote-nord","CAN.11.79_1"
"mirabel","CAN.11.80_1"
"montcalm","CAN.11.81_1"
"montmagny","CAN.11.82_1"
"nicolet-yamaska","CAN.11.83_1"
"nord-du-quebec","CAN.11.84_1"
"papineau","CAN.11.85_1"
"pontiac","CAN.11.86_1"
"portneuf","CAN.11.87_1"
"rimouski-neigette","CAN.11.88_1"
"riviere-du-loup","CAN.11.89_1"
"robert-cliche","CAN.11.90_1"
"roussillon","CAN.11.91_1"
"rouville","CAN.11.92_1"
"rouyn-noranda","CAN.11.93_1"
"sept-rivieres--caniapiscau","CAN.11.94_1"
"temiscamingue","CAN.11.95_1"
"temiscouata","CAN.11.96_1"
"therese-de blainville","CAN.11.97_1"
"vallee-de-l'or","CAN.11.98_1"
"vaudreuil-soulanges","CAN.11.99_1"
"sin informacion","Sin Informacion"
