"NAME_2","GID_2"
"alotenango","GTM.16.1_1"
"antigua guatemala","GTM.16.2_1"
"ciudad vieja","GTM.16.3_1"
"jocotenango","GTM.16.4_1"
"magdalena milpas altas","GTM.16.5_1"
"pastores","GTM.16.6_1"
"san antonio aguas calientes","GTM.16.7_1"
"san bartolome milpas altas","GTM.16.8_1"
"san lucas sacatepequez","GTM.16.9_1"
"san miguel duenas","GTM.16.10_1"
"santa catarina barahona","GTM.16.11_1"
"santa lucia milpas altas","GTM.16.12_1"
"santa maria de jesus","GTM.16.13_1"
"santiago sacatepequez","GTM.16.14_1"
"santo domingo xenacoj","GTM.16.15_1"
"sumpango","GTM.16.16_1"
"sin informacion","Sin Informacion"
