"NAME_2","GID_2"
"abasolo","MEX.28.1_1"
"aldama","MEX.28.2_1"
"altamira","MEX.28.3_1"
"antiguo morelos","MEX.28.4_1"
"burgos","MEX.28.5_1"
"bustamante","MEX.28.6_1"
"camargo","MEX.28.7_1"
"casas","MEX.28.8_1"
"ciudad madero","MEX.28.9_1"
"cruillas","MEX.28.10_1"
"el mante","MEX.28.11_1"
"gomez farias","MEX.28.12_1"
"gonzalez","MEX.28.13_1"
"guemez","MEX.28.14_1"
"guerrero","MEX.28.15_1"
"gustavo diaz ordaz","MEX.28.16_1"
"hidalgo","MEX.28.17_1"
"jaumave","MEX.28.18_1"
"jimenez","MEX.28.19_1"
"llera","MEX.28.20_1"
"mainero","MEX.28.21_1"
"matamoros","MEX.28.22_1"
"mendez","MEX.28.23_1"
"mier","MEX.28.24_1"
"miguel aleman","MEX.28.25_1"
"miquihuana","MEX.28.26_1"
"nuevo laredo","MEX.28.27_1"
"nuevo morelos","MEX.28.28_1"
"ocampo","MEX.28.29_1"
"padilla","MEX.28.30_1"
"palmillas","MEX.28.31_1"
"reynosa","MEX.28.32_1"
"rio bravo","MEX.28.33_1"
"san carlos","MEX.28.34_1"
"san fernando","MEX.28.35_1"
"san nicolas","MEX.28.36_1"
"soto la marina","MEX.28.37_1"
"tampico","MEX.28.38_1"
"tula","MEX.28.39_1"
"valle hermoso","MEX.28.40_1"
"victoria","MEX.28.41_1"
"villagran","MEX.28.42_1"
"xicotencatl","MEX.28.43_1"
"sin informacion","Sin Informacion"
